,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
42,Glycine,7.47 ,10.77,2.65,2.68,2.00,3.25 ,2.60,4.01,2.96,5.57 ,3.41,6.07 ,3.93,5.81 
43,,0.02,0.50,?,0.06c,,0.01bc,?,0.04b,,0.32a,,0.34a,,0.25a
44,,,,0.08d,,0.04e,,0.03d,,0.03c,,0.07b,,0.12a,
45,Proline,8.05 ,37.31,2.67,2.64 ,1.77,3.61 ,2.43,6.04 ,3.07,9.52 ,3.65,9.49,4.77,10.02 
46,,0.26, 1.63,?,0.09c,?,0.17c,?,0.72b,?,0.27a,?,0.13a,?,0.72a
47,,,,0.11c,,0.45d,,0.23,,0.02bc,,0.07b,,0.07a,
48,,,,,,,,ed,,,,,,,
49,Serine,8.60 ,33.06,2.12,2.09 ,1.74,2.70 ,2.95,4.55 ,3.82,7.28 ,4.80,8.04,5.79,8.44 
50,,0.18,1.05,?,0.04d,?,0.10d,?,0.01c,?,0.35b,?,0.39ab,?,0.36a
51,,,,0.10e,,0.01f,,0.15d,,0.05c,,0.24b,,0.21a,
52,Aspartic Acid,19.78,63.47,4.82,4.97 ,3.82,7.33 ,6.27,11.38 ,7.94,17.92 ,9.54,18.20 ,11.28,19.94 
53,,1.14, 0.73,,0.19d,?,0.32c,,0.10b,+,0.06a,,0.75a,?,1.16a
54,,,,0.02e,,0.06f,,0.22d,,0.16c,,0.11b,,0.46a,
