,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
15,Chlorogenic acid,496.13  38.7.48  0.08 c12.01  2.87,,496.13  38.7.48  0.08 c12.01  2.87,496.13  38.7.48  0.08 c12.01  2.87,48.824.85n.d.,48.824.85n.d.,,,6.88  0.28 c6.86  0.94 c9.35  2.38 cn.d.,,,2.860.10 c1.150.07c1.57 0.05 cn.d.,,2.860.10 c1.150.07c1.57 0.05 cn.d.,,2.860.10 c1.150.07c1.57 0.05 cn.d.,
16,,9a,9a,,c,,,,,,,,,,,,,
17,Coumaric acid,n.d.,n.d.,n.d.,n.d.,5.090.14f7.970.55,5.090.14f7.970.55,,n.d.,n.d.,n.d.,14.525.64,11.450.39,,25.871.48,,5.310.11,9.550.19
18,,,,,,,de,de,,,,,,,a,a,,cd
19,Dicaffeoylquinic,10.810.51,,n.d.,n.d.,,1.000.00bn.d.,,1.000.00bn.d.,n.d.,n.d.,1.130.07b,1.740.07b,,1.240.05b2.500.91b,,1.240.05b2.500.91b,1.020.01
20,acid isomerl,b,b,,,20a,,,,,,,,,,,,b
21,Ferulic acid,0.870.07,,3.820.69c1.240.06d3.250.01c3.550.01c,3.820.69c1.240.06d3.250.01c3.550.01c,,3.820.69c1.240.06d3.250.01c3.550.01c,,0.730.14,1.200.07d0.430.00e5.360.12b3.390.03c,,1.200.07d0.430.00e5.360.12b3.390.03c,1.200.07d0.430.00e5.360.12b3.390.03c,,10.750.84,,5.050.08b,5.070.23
22,,de,de,,,,,,de,,,,,,a,a,,b
23,Feruloyl quinic,52.850.80,,0.040.00e0.400.01e5.010.64b3.810.33c0.390.02e0.410.01e,0.040.00e0.400.01e5.010.64b3.810.33c0.390.02e0.410.01e,,0.040.00e0.400.01e5.010.64b3.810.33c0.390.02e0.410.01e,,,,0.400.02e2.601.85dn.d.,0.400.02e2.601.85dn.d.,,,n.d.,n.d.,n.d.,n.d.
24,acid isomer 1,a,a,,,,,,,,,,,,,,,
25,Isorhamnetin-3,n.d.,n.d.,n.d.,n.d.,n.d.,12.22  0.84,12.22  0.84,856.83345,1290.752-,330.79116,79.8616.9,0.28 0.07 d,,15.741.61,,657.4959.,42.462.
26,gentiobioside,,,,,,d,d,b,22 a,c,d,,,d,d,4b,47d
27,Kaempferol-3-O-,n.d.,n.d.,n.d.,n.d.,2.31 1.71 c,235.73  69.n.d.,,235.73  69.n.d.,n.d.,n.d.,220.25  64.-,11.850.68,,n.d.,n.d.,n.d.,1860.46
28,(caffeoyl)-,,,,,,6b,6b,,,,8b,c,c,,,,87.4 a
29,sophoroside-7-,,,,,,,,,,,,,,,,,
30,O-glucoside,,,,,,,,,,,,,,,,,
31,Kaempferol-3-0-,n.d.,n.d.,n.d.,n.d.,n.d.,675.04  22.n.d.,,675.04  22.n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,587.14  27.n.d.,,587.14  27.n.d.,n.d.
32,(coumaroyl)-,,,,,,5a,5a,,,,,,,6b,6b,,
33,sophoroside-7-,,,,,,,,,,,,,,,,,
34,O-glucoside,,,,,,,,,,,,,,,,,
35,Kaempferol-3-O-,n.d.,n.d.,n.d.,n.d.,n.d.,537.16  27.- n.d.,,537.16  27.- n.d.,n.d.,n.d.,.n.d.,25.48 1.11,,41.51  0.62,,0.40  0.01 dn.d.,0.40  0.01 dn.d.
36,(sinapoyl)-,,,,,,3a,3a,,,,,,c,b,b,,
37,sophoroside-7-,,,,,,,,,,,,,,,,,
38,O-glucoside,,,,,,,,,,,,,,,,,
39,Kaempferol-7-0-,n.d.,n.d.,526.27  17.. n.d.,526.27  17.. n.d.,16.77  4.89,6.39  1.74,6.39  1.74,n.d.,n.d.,n.d.,3.59  0.45,27.76  0.92,,1.440.07 e,,n.d.,11.440.
40,glucoside,,,8a,,,de,de,,,,de,b,b,,,,76 cd
41,Kaempferolo-3-O.,1315.673,,19.850.52,37.69 3.37,1.83  0.17 d,n.d.,n.d.,3.96 0.35,13.110.79,7.74  0.22,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
42,rutinoside,4.4 a,4.4 a,c,b,,,,cd,cd,cd,,,,,,,
43,Luteolin-3-O-,1469.631,,14.831.16,39.361.80,1.44 0.33 c,,,3.84  0.27 c,8.28  0.88 c,8.190.63 c,n.d.,148.26  4.6-,,n.d.,n.d.,0.25 0.09 cn.d.,0.25 0.09 cn.d.
44,rutinoside,45a,45a,c,,,,,,,,,7b,7b,,,,
45,Luteolin-malonyl-,11.661.57,,n.d.,450.3388.,92.20  20.9,0.48 0.04dn.d.,,0.48 0.04dn.d.,n.d.,n.d.,0.300.08 d261.5923.-n.d.,0.300.08 d261.5923.-n.d.,,0.300.08 d261.5923.-n.d.,,0.21  0.01 d0.32  0.09,0.21  0.01 d0.32  0.09
46,hexose,d,d,,1a,c,,,,,,,3b,3b,,,,
47,Luteolin-7-O-,43.79  6.18,,n.d.,1478.70 6-,n.d.,0.33 0.06 d26.201.34,,,62.9163.6,85.014.32,o.450.22dn.d.,o.450.22dn.d.,,2.44  0.19 d n.d.,,2.44  0.19 d n.d.,n.d.
48,glucoside,bed,bed,,3.8 a,,,,cd,bc,,,,,,,,
49,Quercetin-3-O-,1.29 0.01 dn.d.,,1.29 0.01 dn.d.,0.28 0.00 dn.d.,0.28 0.00 dn.d.,26.48  3.60,,,0.500.34d0.900.03d0.680.01d6.991.42cn.d.,,0.500.34d0.900.03d0.680.01d6.991.42cn.d.,,,22.68  0.87,,n.d.,n.d.
50,galactoside,,,,,,,a,,,,,,,,,,
51,Quercetin-3-O-,1.37 0.03 e554.698.5,,1.37 0.03 e554.698.5,0.29  0.01 en.d.,0.29  0.01 en.d.,24.40  3.36,,,0.62  0.07 e0.96 0.05 e,,0.660.03 e6.461.39d9.070.41 d,0.660.03 e6.461.39d9.070.41 d,,18.401.04,,n.d.,n.d.
52,glucoside,,,9a,,,b,b,,,,,,,c,c,,
