,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
36,35,110,73.7,3.37,3.93,13.59,3.53,1.92,0.73,0.31,20,150,123,0.062,0.175,300,n.d.,n.d.
37,36,90,78.7,5.70,13.90,20.64,[1.40],0.41,0.51,0.52,40,n.d.,n.d.,0.050,0.500,n.d.,n.d.,n.d.
38,37,152,78.7,5.70,13.90,8.60,[1.40],n.d.,1.10,0.40,40,60,88,n.d.,0.500,298,33,1.20
39,38,75,78.8,2.40,0.90,17.40,[2.10],n.d.,0.50,0.50,34,4,64,n.d.,0.100,287,14,0.60
40,39,75,78.8,2.40,0.90,17.40,[2.10],n.d.,0.50,0.50,24,10,65,0.069,0.100,218,,0.60
41,41,161,64.7,7.38,4.11,15.15,3.58,2.20,2.24,1.52,38,10,49,0.120,0.381,n.d.,n.d.,n.d.
42,42,153,84.9,3.00,15.5,2.30,[0.90],n.d.,1.00,0.40,33,69,51,n.d.,0.400,269,26,0.80
43,43,118,74.9,2.32,4.88,15.55,1.42,0.80,0.91,0.37,22,40,42,0.047,0.260,193,n.d.,n.d.
44,45,97,77.5,6.53,7.04,4.15,3.22,1.56,2.34,0.68,36,n.d.,n.d.,0.140,n.d.,n.d.,n.d.,n.d.
45,45,118,77.5,6.53,8.09,3.13,3.22,1.56,2.34,0.91,50,n.d.,n.d.,0.110,n.d.,n.d.,n.d.,n.d.
46,46,87,81.6,5.31,3.38,9.83,2.36,1.80,1.71,0.25,29,182,52,0.069,0.204,164,n.d.,n.d.
47,47,94,81.6,5.31,6.44,2.45,2.36,1.80,1.71,0.66,35,n.d.,n.d.,0.120,n.d.,n.d.,n.d.,n.d.
48,48,138,70.1,4.78,6.69,12.45,4.34,1.63,1.52,2.06,26,31,74,0.087,0.286,324,n.d.,n.d.
49,49,102,77.5,1.76,4.49,12.04,1.47,1.25,0.63,0.27,25,63,69,0.054,0.101,255,n.d.,n.d.
50,50,121,77.5,1.76,8.02,8.90,3.00,1.16,0.88,0.29,20,20,66,0.061,0.171,251,n.d.,n.d.
51,51,178,63.8,2.47,8.03,24.01,n.d.,1.71,1.84,1.42,n.d.,16,43,n.d.,n.d.,n.d.,n.d.,n.d.
52,53,159,67.2,2.92,6.67,21.87,n.d.,1.31,1.90,n.d.,n.d.,14,63,n.d.,n.d.,n.d.,n.d.,n.d.
53,53,186,76.8,1.10,20.00,1.70,0.79,0.28,0.60,0.20,38,7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
54,54,186,76.8,1.10,20.00,1.70,[0.70],n.d.,0.20,0.20,8,7,18,n.d.,0.100,70,4,0.30
