,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
24,"Megastigm-7-ene-3,9-diol",84,d,2568,,,4.4,0.9,4.7,,1.4,3.0,,4.8,0.5,10.4,3.1
25,3-Oxo--ionol,85,,2628,4.4,2.1,7.6,1.5,7.2,,3.7,3.0,1.8,7.0,0.7,10.6,2.5
26,3-Hydroxy-7.8-dihydro--ionol,86,a,2654,0.3,0.2,0.6,0.3,,,,1,,0.8,0.5,tr,
27,"3-Oxo-7,8-dihydro-o-ionol",87,a,2702,0.7,0.5,0.5,0.0,1.9,,1.4,tr,,0.9,0.3,0.6,0.5
28,"3-Hydroxy-5,6-epoxy--ionone",88,a,2721,0.7,0.4,,,tr,,,,,tr,,tr,
29,"3-Hydroxy-7,8-dehydro--ionol",89,a,2742,-,,tr,,,,,-,,0.7,0.1,0.8,0.2
30,Vomifoliol,90,a,3139,2.0,1.1,2.4,0.3,2.4,,1.0,,,tr,,0.6,0.2
31,Total,,,,13.4,,19.0,,24.2,,,9.2,,22.2,,41.0,
32,Volatile phenols (13),,,,,,,,,,,,,,,,
33,Methyl salicylate,91,a,1770,tr,,tr,,tr,,,tr,,tr,,tr,
34,Guaiacol,92,a,1852,tr,,1.2,1.5,2.8,,2.4,tr,,2.7,2.0,3.3,0.4
35,Phenol,93,a,2006,1.1,0.3,1.6,0.5,1.4,,1.4,1.2,0.4,1.1,0.2,2.2,1.2
36,4-Ethylphenol,94,,2172,89.3,0.6,0.5,0.3,1.5,,1.6,1.4,0.1,1.2,0.5,0.8,0.2
37,4-Vinylguaiacol,95,a,2192,89.3,12.0,24.5,1.3,21.1,,9.3,192.7,31.7,62.9,12.9,49.4,13.0
38,4-Vinylphenol,96,a,2409,50.3,7.4,tr,,,,,144.9,31.4,20.9,5.9,,
39,vanillin,97,a,2560,,,,,2.9,,0.7,,,tr,,5.6,0.9
40,Methyl vanillate,98,a,2601,,,tr,,tr,,,10.7,1.5,7.9,1.6,7.0,1.7
41,Acetovanillone,99,a,2635,8.9,2.3,10.8,1.7,14.4,,7.5,9.8,4.2,11.6,0.7,11.4,2.9
42,"3,4-Dimethoxyphenol",100,a,2759,,,,,tr,,,tr,,0.7,0.1,1.1,0.4
43,2-4'-Guaiacyl)-ethanol,101,a,2844,6.1,1.9,6.7,2.5,8.2,,6.1,0.8,0.3,2.5,0.2,2.1,1.0
44,"3,4,5-Trimethoxybenzyl alcohol",102,a,3060,4.3,0.5,5.1,1.8,6.4,,3.0,4.3,2.2,8.0,0.8,9.8,2.2
45,"3,4,5-Trimethoxyphenol",103,a,3060,1.2,0.3,2.6,1.2,1.6,,1.7,tr,,1.9,0.8,2.2,0.6
46,Total,,,,162.7,,53.0,,60.3,,,365.8,,121.4,,94.9,
47,Volatile fatty acids-lipid metabolism (8),,,,,,,,,,,,,,,,
48,Acetic acid,104,a,1453,16.0,7.6,9.4,4.2,19.3,,13.8,16.1,4.9,16.1,6.1,18.2,7.5
49,Butanoic acid,105,a,1626,133.1,71.0,125.3,20.1,138.3,,97.4,156.7,42.5,139.2,33.5,131.5,13.5
50,Hexanoic acid,106,a,1841,2995.1,561.1,3045.0,497.4,3716.8,,1630.1,3461.6,972.9,3643.4,326.3,3331.7,179.4
51,E)-2-hexenoic acid,107,a,1964,21.2,2.7,23.0,5.9,24.0,,8.6,14.9,3.2,16.9,3.4,10.4,2.0
52,Octanoic acid,108,a,2057,3501.4,259.4,3565.4,264.1,2902.4,,339.8,3235.2,347.8,3419.2,218.5,2844.8,148.6
53,Decanoic acid,109,a,2269,1451.7,218.8,12.6,111.3,1080.9,,3.5,1739.8,84.9,1542.7,311.6,1222.2,71.9
54,Dodecanoic acid,110,a,2481,17.6,2.8,12.6,3.9,4.8,,3.5,27.4,5.2,13.7,4.9,4.1,1.5
55,Hexadecanoic acid,111,a,2903,tr,,tr,,,,,1.9,2.2,tr,,tr,
56,Total,,,,8136.1,,8199.1,,7886.5,,,8653.6,,8791.2,,7562.9,
