,0,1
24,"J.H.,Doguer, C.,Wang,X., Flores, S.R., Collins, J.F., 2016. High-iron consumption","Technol.243(4,639-650"
25,impairs growth and causes copper-deficiency anemia in weanling Sprague-Dawley,"Ratnayake, W.S., Hoover, R., Shahid, F., Perera, C., Jane, J., 2001. Composition, mol"
26,"rats.PLoS One 11,1-19","cular structure, and physicochemical properties of starchs from four field peas (Pist"
27,"is,E.D.,2001.Copper and iron: a landmark connection of two essential metals.J.","sativum) L. cultivars. Food Chem.74, 189-202."
28,"Trace Elem.Exp.Med.14,207-210.","Sahuquillo, A., Barbera, R., Farre, R., 2003. Bioaccessibility of calcium, iron and zinc fr"
29,"nawy,T.H.,2011. Effect of processing methods on nutritional composition and anti","three legume samples.Nahrung Food 47,438-441"
30,"nutritional factors in lentils (Lens culinaris).Ann. Agric. Sci.56,57-61.","Sebastia, V., Barbera, R., Farre, R., Lagarda, M.J., 2001. Effects of legume processing"
31,,"calcium,iron and zinc contents and dialysabilities.J.Sci.Food Agric.81,1180-11"
32,"nalatha, S., Gautam, S., Platel, K., Srinivasan, K., 2009. Influence of exogenous iron,","Seidu,K.T.,Osundahunsi,O.F.,Olaleye,M.T.,Oluwalana, I.B.,2015.Amino acid con"
33,"nalatha, S., Gautam, S., Platel, K., Srinivasan, K., 2009. Influence of exogenous iron,","position, mineral contents and protein solubility of some lima bean (Phaseolus lu"
34,"calcium, protein and common salt on the bioaccessibility of zinc from cereals and","natus l.Walp) seeds coat.Food Res.Int.73,130-134."
35,"legumes.J.Trace Elem.Med Biol.23,75-83","Shang, R., Wu,H., Guo,R., LiuQ., Pan L., Li, J., Hu,Z., Chen C., 2016. The diversity"
36,"food legumes. Food Chem. 97, 331335.","Four anti-nutritional factors in Common bean. Hortic. Plant J. 2, 97-104."
37,"food legumes. Food Chem. 97, 331335.","Shi, L., Arntfield, S.D., Nickerson,2018. Changes in levels of phytic acid, lectins and"
38,"gar,V.,Pullakhandam,R.,Nair,K.M.2012. Coordinate expression and localization","oxalates during soaking and cooking of Canadian pulses. Food Res. Int. 107, 66066"
39,"cells: implications for iron uptake at the enterocyte. J. Nutr. Biochem. 23,","Singh, P.K., Shrivastava, N., Sharma, B., Bhagyawant, S.S., 2015. Effect of domestic"
40,"cells: implications for iron uptake at the enterocyte. J. Nutr. Biochem. 23,",processes on chickpea seeds for antinutritional contents and their divergence. Am.
41,"ierny,D. Mosenthin R., Bauer,E., 2010. The use of grain legumes as A protein source","Food Sci. Technol. 3, 111-117."
42,"ierny,D. Mosenthin R., Bauer,E., 2010. The use of grain legumes as A protein source","Singh, P., Prasad, S. Aalbersberg,W., 2016. Bioavailability of Fe and Zn in selected I"
43,"in pig nutrition: a review.Anim.Feed Sci.Technol.157,111-128.","gumes, cereals,meat and milk products consumed in Fiji. Food Chem.207,125-13"
44,"ral-Segado, A.M., Navarro-Alarcon, M., 2003. Magnesium and calcium contents in","Suliburska, J., Krejpcio, Z., 2014. Evaluation of the content and bioaccessibility of iro"
45,foods from SE Spain : influencing factors and estimation of daily dietary intakes. Sci,"zinc, calcium and magnesium from groats, rice, leguminous grains and nuts. J. Fo"
46,"Total Environ. 312, 47-58.","Sci. Technol. 51, 589-594."
47,acid food matrix factors on iron bioavailability potential in 10 commercial lentil,"Tharanathan, R.N., Mahadevamma, S., 2003. Grain legumes - a boon to human nutritic"
48,acid food matrix factors on iron bioavailability potential in 10 commercial lentil,"Trends Sci.Technol.14(12,507-518."
49,"genotypes (Lens culinaris L.).J.Food Compos.Anal.31,82-86","Thavarajah, D.,Thavarajah,P.,2012. Evaluation of chickpea (Cicer arietinum L.) mi"
50,"niV., Thatte P., Prakash J., Jyothi Lakshmi A., 2014. Effect of oilseed protein",cronutrient composition : Biofortification opportunities to combat global micro-
51,concentrates and exogenous amino acids on the dialysability of iron and zinc. LWT,"nutrient malnutrition. Food Res.Int.49,99-104."
52,"Food Sci.Technol.59,540-546","ThavarajahP., Thavarajah,D., Vandenberg, A., 2009. Low phytic acid lentils Lens c"
53,"anti,A.K.,Gaur,P.M.,Gowda,C.L.L.,Chibbar,R.N.,2012.Nutritional quality and",linaris L.): A potential solution for increased micronutrient bioavailability. J. Agri
54,"health benefits of chickpea (Cicer arietinum L.):A review.Br.J.Nutr.108,S11-S26","Food Chem. 57, 90449049."
55,"ttab, R.Y., Arntfield, S.D., 2009. Nutritional quality of legume seeds as affected by","Thavarajah, D., Thavarajah, P., See, C.T., Vandenberg, A., 2010. Phytic acid and Fe a"
56,"some physical treatments. Antinutritional factors. LWT - Food Sci. Technol. 42,",Zn concentration in lentil (Lens culinaris L.) seeds is influenced by temperature duri
57,113-1118,"seed filling period. Food Chem. 122, 254259."
58,"s,T.,Golob,T.,KacM.,Plestenjak,A.,2003.Dietary fibre content of dry and","Thompson, B.A., Sharp, P.A., Elliot, R., Fairweather, -, Tait, S.J., 2010. Inhibitory effe"
59,"processed beans.Food Chem.80 (2),231-235.",of calcium on non-heme iron absorption may be related to translocation of DMT-1
60,"arte, C.E., Carlsson, N.G., Almgren, A., Sandberg, A.S., Granfeldt, Y., 2015. Phytate,","the apical membrane of enterocytes. J. Agric. Food Chem. 58, 84148417."
61,"zinc, iron and calcium content of common Bolivian food, and implications for mineral","Torija, M.E.,Diez,C.,1999. Legumbres.En Tratado de nutricion. In: Hernandez, M."
62,"nbardi-Boccia, G., Aguzzi, A.,Cappelloni, M., Di Lullo, G., Lucarino, M., 2003. Total","Sastre, A. (Eds.), Ediciones Diaz de Santos, pp. 425429 Madrid, Espania."
63,"nbardi-Boccia, G., Aguzzi, A.,Cappelloni, M., Di Lullo, G., Lucarino, M., 2003. Total","Troost, F.J., Brummer, R.J., Dainty, J.R., Hoogewerff, J.A., Bull, V.J., Saris, W.H., 2OC"
64,diet study: dietary intakes of macro elements and trace elements in Italy.Br. J.Nutr,Iron supplements inhibit zinc but not copper absorption in vivo in ileostomysubjec
65,"90,1117-1121.","Am.J.Clin. Nutr.78,1018-1023."
66,"levance. Int. J. Vitam. Nutr. Res. 80, 293-299.","Vashishth, A., Ram, S., Beniwal, V., 2017. Cereal phytases and their importance in in"
67,"levance. Int. J. Vitam. Nutr. Res. 80, 293-299.","provement of micronutrients bioavailability.3 Biotech 7, 42."
68,"ez,G., AlegriaA.,Farre, R., FrigolaA., 2002. Effect of traditional, microwave and","Velasco-Reynold, C., Navarro-Alarcon M., Lopez-Ga de la Serrana, H., Perez-Valero,V"
69,"industrial cooking on inositol phosphate content in beans, chickpeas and lentils. Int","Agil, A.,Lopez-Martinez, M.C., 2010.Dialysability of magnesium and calcium frc"
70,"J.Food Sci.Nutr.53,503-508","hospital meals: influence exerted by other elements. Biol. Trace Elem. Res. 133,"
71,"quezi,M.,GervinV.M.,Watanabe,L.B.,Moresco,R.,Amante,E.R.,2017.Chemica",313-324.
72,and functional properties of different common Brazilian bean (Phaseolus vulgaris L.),"Viadel, B., Barbera, R., Farre, R., 2006a. Effect of cooking and legumes species upon"
73,Cultivars.Braz.J.Food Technol.20.,"calcium,iron and zinc uptake by Caco-2 cells.J.Trace Elem.Med Biol.20,115-1"
74,"zur, A., Maier, J.A.M., 2016. Magnesium. Encyclopedia of Food and Health 3. pp.","Viadel, B., Barbera, R., Farre, R., 2006b. Uptake and retention of calcium, iron, and zi"
75,"rcasa (2015) Alimentacion en Espana 2015. Legumbres, 89-99. http://www.mercasa-",from raw legumes and the effect of cooking on lentils in Caco-2 cells. Nutr. Res. 2
76,"rcasa (2015) Alimentacion en Espana 2015. Legumbres, 89-99. http://www.mercasa-",591-596
77,ediciones.es/alimentacion_2015/pdfs/ /pag_091-101_legumbres.pdf).,"Viadel, B.,Barbera,R.,Farre,R.,2009.Calcium,iron and zinc uptakes by Caco-2 cel"
78,"anV.R.,Tresina, P.S.,Daffodil,V.O.,2016.Antinutritional factors in legume sedes","from white beans and effect of cooking. Int. J. Food Sci. Nutr. 57 (3-4), 190-197"
79,"characteristics and determination. In Caballero,B.,Finglas,P.M.,Toldra,F.Eds.)","Wang, N., Daun, J.K.,2006. Effects of variety and crude protein content on nutrients a"
80,"Encyclopedia of Food and Health. Elsevier: Academic Press, Oxford, pp. 211-220.","anti-nutrients in lentils (Lens culinaris).Food Chem.95, 493-502."
81,"reno-Rojas,R.,Amaro-Lopez,M.A.,Zurera-Cosano,G.,1994.Copper, iron and zinc","Wang, N., Hatcher, D.W.,Toews, R.,Gawalko,E.J.,2009. Influence of cooking and d"
82,variations in Manchego-type cheese during the traditional cheese-making process.,hulling on nutritional composition of several varieties of lentils (Lens culinaris. LV
83,"Food Chem.49,67-7","Food Sci.Technol.42,842-848."
84,"quiz,M.,Wood,J.A.,2007.Antinutritional factors. InYadav,S.S.,ReddenB.,Chen","Wang, N., Hatcher, D.W., Tyler, R.T., Toews, R., Gawalko, E.J., 2010. Effect of cooking"
85,"W., Sharma,B.Eds.), Chickpea Breeding and Management. CAB International,",the composition of beans (Phaseolus vulgaris L.) and chickpeas (Cicer arietinum L.)
