,0,1,2,3,4,5,6,7,8,9,10,11,12
47,"Potatoes,","frozen, heated 65.4",0.76,0.770.1428,0.39,.400.0828,.1540.154.05928,.1540.154.05928,,0.222 0.2250.051(280.0000.0000.00028 0.0060.0240.040(28,,0.222 0.2250.051(280.0000.0000.00028 0.0060.0240.040(28,0.222 0.2250.051(280.0000.0000.00028 0.0060.0240.040(28
48,honenade,76.6,0.34,0.380.1228,0.33 0.340.0728,0.33 0.340.0728,0.0500.0550.02827,0.0500.0550.02827,0.1090.1160.026280.0000.0000.000250.0120.0220.020(28,0.1090.1160.026280.0000.0000.000250.0120.0220.020(28,0.1090.1160.026280.0000.0000.000250.0120.0220.020(28,0.1090.1160.026280.0000.0000.000250.0120.0220.020(28,0.1090.1160.026280.0000.0000.000250.0120.0220.020(28
49,,1.0,1.55,1.620.3728,1.101.110.2228,1.101.110.2228,0.344,0.3450.08C27,0.425,0.4570.13428,.0000.000.00528,.0000.000.00528,0.0030.0060.01028
50,Yeaetables other,,,,,,,,,,,,
51,"Tomato,ra",,,0.230.062,,0.120.130.0328,0.054,0.0580.01628,,,,,
52,,94.9,0.22,0.230.062,0.120.130.0328,0.120.130.0328,0.054,0.0580.01628,,C.10C 0.1010.020280.000 0.0000.000280.000 0.0020.00626,,C.10C 0.1010.020280.000 0.0000.000280.000 0.0020.00626,C.10C 0.1010.020280.000 0.0000.000280.000 0.0020.00626
53,,95.2,0.54,0.620.3328,0.14,.140.0428,0.070,0.070.01828,0.075,.075+0.01728,0.0000.000+0.00028,0.0000.000+0.00028,0.000G.0020.00328
54,"Tomato juice,",,,,,.140.0428,,0.066 0.0640.01328,,,,,0.000G.0020.00328
55,canned/bottied 94.5,canned/bottied 94.5,0.39,040.2228,0.140.15+0.0428,0.140.15+0.0428,0.066 0.0640.01328,0.066 0.0640.01328,,0.0720.0710.009(280.000 0.0000.000280.0000.0010.00228),,0.0720.0710.009(280.000 0.0000.000280.0000.0010.00228),0.0720.0710.009(280.000 0.0000.000280.0000.0010.00228)
56,canned/bottied 91.8,canned/bottied 91.8,0.64,0.991.01(28,0.190.180.0328,0.190.180.0328,0.099 0.1120.03628,0.099 0.1120.03628,,.099 0.1010.017(280.0000.0000.00028.0000.001D.001(28,.099 0.1010.017(280.0000.0000.00028.0000.001D.001(28,.099 0.1010.017(280.0000.0000.00028.0000.001D.001(28,.099 0.1010.017(280.0000.0000.00028.0000.001D.001(28
57,Snep green,,,,,,,,,,,,
58,"frozen, boiled 90.2","frozen, boiled 90.2",0.61,0.650.1528,0.230.250.0628),0.230.250.0628),0.0500.0570.02428,0.0500.0570.02428,0.277.2850.086280.0000.000+0.000280.0000.001.00228,0.277.2850.086280.0000.000+0.000280.0000.001.00228,0.277.2850.086280.0000.000+0.000280.0000.001.00228,0.277.2850.086280.0000.000+0.000280.0000.001.00228,0.277.2850.086280.0000.000+0.000280.0000.001.00228
59,"beans,canned",94.4,1.06,1.110.41(28,0.24,0.27+0.0928,0.0380.0380.01628,0.0380.0380.01628,0.188,0.208+0.06628 0.0000.0000.000(28 0.000 0.0020.005(28),,0.208+0.06628 0.0000.0000.000(28 0.000 0.0020.005(28),0.208+0.06628 0.0000.0000.000(28 0.000 0.0020.005(28)
