,0,1
14,conventional agricultural practice on the antioxidant microconstituent content of,"Herms,D.A.,Mattson, W.J.,1992.The dilemma of plants: to grow or defend.Q.Rev."
15,tomatoes and derived purees; consequences on antioxidant plasma status in humans.,"Biol.67,283-335."
16,"J.Agric.Food Chem.52,6503-6509.","Migues,I.,Baenas, N., Girones-Vilaplana, A., Cesio, M.V., Heinzen H., Moreno,D.A."
17,"Ceraolo, C.R.,Vazquez,V.,Migues,I., Cesio, M.V., Rivas,F., Heinzen,H.,2022",2018.Phenolic profiling and antioxidant capacity of Eugenia uniflora L.(Pitanga)
18,Flavonoids and limonoids profiles variation in leaves from mandarin cultivars and its,"Samples Collected in Different Uruguayan Locations.Foods Vol.7,67."
19,"relationship with alternate bearing. Agronomy Vol. 12, 121.","Novotna,H.,Kmiecik,O.,Galazka,M.,Krtkova,V.,Hurajova,A.,Schulzova,V."
20,"European Commission,2020. Commission staff working document impact assessment","Hallmann,E.,Rembiatkowska,E.,Hajslova,J.,2012.Metabolomic fingerprinting"
21,report accompanying the document proposal for a regulation of the European,employing DART-TOFMS for authentication of tomatoes and peppers from organic
22,Parliament and of the Council establishing the European Union Single Window,and conventional farming.Food Addit. Contam.-Part A Chem.Anal. Control.Expo
23,Environment for Customs and amending Regulation (EU) No 952/2013.Off.J.Eur,"Risk Assess 29,1335-1346."
24,"Union SWD 2020,52020SCO238.","Oliveira,A.B.,Moura,C.F.H.,Gomes-FilhoE.,Marco,C.A.,Urban,L.,Miranda,M.R.A"
25,"European Commission,2018.Regulation (EU)2018/848 of the European Parliament and",2013. The impact of organic farming on quality of tomatoes is associated to
26,of the Council of 30 May 2018 on organic production and labelling of organic,"increased oxidative stress during fruit development.PLoS One 8,e56354."
27,products and repealing Council Regulation (EC) No 834/2007.Off.J.Eur.Union L,"Place, B.J., Ulrich,E.M.,Challis,J.K., Chao,A., Du, B.,Favela, K.,Feng,Y.L.,Fisher, C"
28,"150,1-150.","M., Gardinali, P., Hood, A., Knolhoff, A.M., McEachran, A.D., Nason, S.L., Newton, S"
29,"European Commission,2008.Commisision Regulation (EC No 889/2008 of 5 September","R.,Ng,B.,Nunez,J., Peter,K.T.,Phillips,A.L.,Quinete,N.,Renslow,R.,Sobus,J.R"
30,2008 laying down detailed rules for the implementation of Council Regulation (EC),"Sussman,E.M.,Warth,B.,Wickramasekara,S.,Williams,A.J.,2021.An Introductior"
31,No 834/2007 on organic production and labelling of organic products with regard to,to the benchmarking and publications for non-targeted analysis working group.
32,"organic production, labelling and control. Off. J.Eur. Union L 250,1-84.","Anal. Chem. 93,16289-16296."
33,"European Commission,2007.Council Regulation 834/2007/EC of 28 June 2007 on","Rajski, L.,Gomez-Ramos,M.,del, M.,Fernandez-Alba, A.R.,2017. Simultaneous"
34,organic production and labelling of organic products. Off.J.Eur.Union..Official,combination of MS2 workflows for pesticide multiresidue analysis with LC-
35,"Journal of the European Union L189,2007,1-23.Consolidated text of 01 july 2013","QOrbitrap.Anal. Methods 9,2256-2264."
36,"Figueira,J.,Camara,H.,Pereira,J.,Camara,J.S.,2014.Evaluation of volatile","Rajski,L.,Gomez-Ramos,M.,del,M.,Fernandez-Alba, A.R.,2014.Large pesticide"
37,metabolites as markers in Lycopersicon esculentum L. cultivars discrimination by,multiresidue screening method by liquid chromatography-Orbitrap mass
38,multivariate analysis of headspace solid phase microextraction and mass,spectrometry in full scan mode applied to fruit and vegetables. J.Chromatogr. A
39,"spectrometry data.Food Chem.145,653-663.","1360,119-127."
40,"Gonzalez, M., Miglioranza, K.S.B., Aizpun De Moreno, J.E., Moreno, V.J.,2005.","Rajski, L., Petromelidou, S., Diaz-Galiano, F.J., Ferrer, C.,Fernandez-Alba, A.R.,2021"
41,Evaluation of conventionally and organically produced vegetables for high lipophilic,Improving the simultaneous target and non-target analysis LC-amenable pesticide
42,"organochlorine pesticide (OCP) residues.Food Chem.Toxicol.43,261-269",residues using high speed Orbitrap mass spectrometry with combined multiple
43,"Hancianu, M., Aprotosoaie, A.C.(2012.The Effects of Pesticides on plant Secondary","acquisition modes. Talanta 228, 122241."
44,"Metabolites. Biotechnol. Prod. Plant Second. Metab.11, 176-186.","Rubert,J.,Zachariasova, M., Hajslova,J.,2015. Advances in high-resolution mass"
45,"Hoefkens, C.,VandekinderenI.,de Meulenaer,B., Devlieghere,F., Baert, K.,SioenI., de",spectrometry based on metabolomics studies for food - a review. Food Addit.
46,"Henauw,S.,Verbeke,W.,van Camp,J.,2009.A literature-based comparison of",Contam.-Part AChem.Anal.Control.Expo.Risk Assess 32.1685-1708
47,nutrient and contaminant contents between organic and conventional vegetables,"Schymanski, E.L., Jeon, J., Gulde,R., Fenner, K., Ruff, M., Singer, H.P., Hollender, J.,"
48,"and potatoes.Br.Food J.111,1078-1097.",2014. Identifying small molecules via high resolution mass spectrometry:
49,"Hrbek,V.,Rektorisova,M.,Chmelarova,H.,OvesnaJ.,Hajslova,J.,2018.Authenticity","communicating confidence.Environ.Sci.Technol.48,2097-2098."
50,assessment of garlic using a metabolomic approach based on high resolution mass,"Silva, V., Genta, G., Moller, M.N., Masner, M., Thomson, L., Romero, N., Radi, R."
51,"spectrometry.J.Food Compos.Anal.67,19-28.","Fernandes, D.C.,Laurindo,F.R.M.,Heinzen, H.,Fierro,W.,Denicola,A.,2011"
52,"Inacio, C.T., Chalk, P.M., Magalhaes, A.M.T.,2015.Principles and limitations of stable",Antioxidant activity of Uruguayan propolis. In vitro and cellular assays. J. Agric.
53,isotopes in differentiating organic and conventional foodstuffs: 1. Plant products.,"Food Chem.59,6430-6437."
54,"Crit.Rev.Food Sci.Nutr.55,1206-1218.","Sturm,M.,Kacjan-Marsic,N.Lojen,S.,2011.Can 15N in lettuce tissues reveal the use"
55,"Kamitakahara,H.,Okayama,T.,Praptiwi,Agusta,A.,Tobimatsu,Y.,Takano,T.,2019","of synthetic nitrogen fertiliser in organic production? J.Sci.Food Agric 91,262-267"
56,Two-dimensional NMR analysis of Angiopteris evecta rhizome and improved,"Toor, R.K., Savage, G.P., Heeb, A.,2006.Influence of different types of fertilisers on th"
57,"extraction method for angiopteroside.Phytochem.Anal.30,95-100.","major antioxidant components of tomatoes.J.Food Compos.Anal.19,20-27."
58,"Koh, E., Kaffka, S., Mitchell, A.E., 2013. A long-term comparison of the influence of","VinhaA.F.,Barreira,S.V.P.Costa,A.S.G.,Alves,R.C.,Oliveira,M.B.P.P.,2014.Organi"
59,organic and conventional crop management practices on the content of the,"versus conventional tomatoes: influence on physicochemical parameters,bioactive"
60,"glycoalkaloid -tomatine in tomatoes. J.Sci. Food Agric.93, 1537-1542.","compounds and sensorial attributes.Food Chem.Toxicol.67,139-144."
61,"Koskela,S.,Soderholm,P.P.,Ainasoja,M.,Wennberg,T.,Klika,K.D.,Ovcharenko,V.V.","Wang,X.X.,Zhao,F.,Zhang,G.,Zhang,Y.,Yang,L.,2017.Vermicompost improves"
62,"Kylanlahti, I., Auerma,T.,Yli-KauhaluomaJ.,Pihlaja,K.,VuorelaP.M.,Teeri,T.H.,",tomato yield and quality and the biochemical properties of soils with different
