,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
25,,C.dussumieri,Muscle,Mean ,18.83.9,0.04  0.08,0.002 ,0.03 ,0.23  0.05,4.0  3.3,0.9770.589,0.13  0.1,0.06  0.08,0.016 ,0.95 ,2.55  0.88
26,,,,SD,,,0.002,0.02,,,,,,0.004,0.47,
27,,"n=19,6",,Min,14.0,0.001,0.001,0.01,0.18,1.86,1.78,0.05,0.03,0.012,0.43,2.05
28,,,,Max,23.5,0.21,0.005,0.06,0.31,10.7,1.78,0.33,0.22,0.022,1.81,4.33
29,,C. dussumieri,Liver,Mean,9.84.1,1.092.17,0.012 ,0.013,0.79  0.23,70.7  27.89,0.570.50,0.36 ,0.023 ,0.011 ,3.18 ,3.27  1.67
30,,,,Min,,,0.014,0.004,,,,0.14,0.004,0.004,1.73,
31,,"n=19,6",,Min,6.0,0.02,0.003,0.011,0.60,25.8,0.04,0.19,0.016,0.004,1.18,1.97
32,,,,Max,16.8,5.51,0.039,0.021,1.23,110.6,1.23,0.52,0.028,0.013,5.90,6.34
33,Molluse,S. pharanois,Muscle,SD,24.98.5,0.190.2,0.035 ,0.028 ,3.02  2.86,1.070.41,0.067 ,0.10 ,0.06  0.02,0.021 ,0.10,12.6  0.8
34,,,,SD,,,0.027,0.013,,,0.019,0.04,,0.003,0.10,
35,,"n=21,5",,Min,14.4,0.01,0.006,0.013,0.66,1.59,0.048,0.05,0.04,0.018,0.21,11.9
36,,,,Max,37.5,0.51,0.074,0.043,7.06,1.59,0.092,0.15,0.09,0.025,0.45,13.9
37,,S.pharanois,Liver,Mean,15.71.9,56.617.6,5.594.20,0.05 ,156.763.3,114.350.1,0.070 ,0.73 ,0.28  0.12,0.280.08,4.61 ,244.0166.6
38,,,,SD,,,,0.02,,,0.027,0.26,,,1.09,
39,,"n=21,5",,Min,13.2,41.7,2.43,0.04,82.3,38.7,0.033,0.95,0.12,0.17,3.07,122.7
40,,,,Max,18.1,85.0,12.4,0.08,256.6,179.4,0.105,0.95,0.45,0.39,5.95,518.7
41,MPL(w.,"FAO,1983",,,1.0,0.5,0.5,,,,,,,0.5,,30.0
42,w.),,,,,,,,,,,,,,,
43,,"EC,2007",,,,0.5,1.0,,10.0,,1.5,,,0.2-0.3,,
44,,"FAO/WHO,2007",,,,0.5,,2.0,30.0,100.0,0.5,1.0,,,9.6,
45,,"USEPA,2000,2011","USEPA,2000,2011",,1.3,,,,,,,,70.0-80.0,0.5,,20.0
