,0,1
21,"Acta 71,343-359.","and influence of culinary treatment.J.Anal.At.Spectrom.32,1490-1499."
22,,"Shimoda,Y.,Suzuki,Y.,Endo,Y.,Kato,K.,Tachikawa,M.,Endo,G.,Yamanaka,K.,20"
23,"metals in herring (Clupea harengus) from the Norwegian Sea, with focus on mercury,",Speciation analysis of arsenics in commercial hijiki by high performance liquid
24,"cadmium,arsenic andlead.Chemosphere127,164-170.",chromatography-tandem-mass spectrometry and high performance liquid chroma
25,"Y.Baisch,P.Mirlean,N.,Rodrigues da Silva Junior,F.M.,Van Larebeke,N.","tography-inductively coupled plasma mass spectrometry.J.Health Sci.56,47-5"
26,"Baeyens, W., Leermakers, M., 2018. Arsenic speciation in fish and shellfish from the","Shuai,P.Y.,Yang,X.J.,Qiu,Z.Q.,Wu,X.H.,Zhu,X.,Pokhrel,G.R.,Fu,Y.Y.,Ye,H.M.,I"
27,North Sea (Southern bight) and Acu Port area (Brazil) and health risks related to,"W.X., Yang, G.D.,2016. Determination of arsenic species in Solanum Lyratum Th"
28,"seafood consumption.Chemosphere 191,89-96.",using capillary electrophoresis inductively coupled plasma mass spectrometry.J.S
29,"cia-Salgado, S.,Quijano,M.A.,Bonilla,M.M.,2012.Arsenic speciation in edible alga","Sci.39,3239-3245."
30,samples by microwave-assisted extraction and high performance liquid chromato-,"Sirot,V.,Guerin,T.,Volatier, J.L., Leblanc,J.C.,2009.Dietary exposure and biomark"
31,"graphy coupled to atomic fluorescence spectrometry.Anal. Chim. Acta 714, 38-46.",of arsenic in consumers of fish and shellfish from France. Sci. Total Environ. 407
32,,1875-1885.
33,"on arsenic pollution and remediation.In:Garelick,H.,Jones,H.(Eds.,Reviews of","Sloth, J.J., Julshamn, K.,2008. Survey of total and inorganic arsenic content in blue"
34,,mussels (Mytilus edulis L.) from Norwegian fiords: revelation of unusual high levels
35,17-60.,"inorganic arsenic.J.Agric.Food Chem.56,1269-1273."
36,"People's Republic of China (PRC) National Standard,2017.The Maximum Allowable",
37,Levels for Contaminants in Food.GB2762-2017.pp.1-17.,content of blood clams (Anadara spp. compared to Manila clams (V.philippinaru
38,"tti,M.,Soggia,F.,Goessler,W.,Findenig,S.,Francesconi,K.A.,2010.Arsenic species","Pacific oysters C.gigas),and beef liver B. taurus.J.Food Compos.Anal.57,49"
39,"in certified reference material MURST-ISS-A2 (Antarctic krill.Talanta 80,",
40,1441-1444.,
41,"Y., Wang,L., Ma, L.Yang,Z.,2018. Speciation analysis of six arsenic species in","Sci.Total Environ.580,266-282."
42,marketed shellfish: extraction optimization and health risk assessment. Food Chem.,"Whaley-Martin,K.J.,Koch,I.,MoriartyM.,Reimer,K.J.,2012.Arsenic speciation in b"
43,"244,311-316.",mussels (Mytilus edulis along a highly contaminated arsenic gradient. Environ.S
44,"h,I.,McPherson,K.,Smith,P.,Easton,L.,Doe,K.G.,Reimer,K.J.,2007.Arsenic","Technol.46,3110-3118."
45,bioaccessibility and speciation in clams and seaweed from a contaminated marine,"Yager,J.W.,GreeneT.,Schoof,R.A.,2015.Arsenic relative bioavailability from diet a"
46,"environment.Mar.Pollut.Bull.54,586-594.","airborne exposures: implications for risk assessment. Sci.Total Environ.536,"
47,"hnakumar, P.K.,Qurban,M.A.,Stiboller, M.,Nachman, K.E.,Joydas,T.V.",368-381.
48,"Manikandan,K.P.,Mushir,S.A.,Francesconi,K.A.,2016.Arsenic and arsenic species",
49,in shellfish and finfish from the western Arabian Gulf and consumer health risk as-,Speciation analysis of arsenic in Mya arenaria Linnaeus and Shrimp with capillar
50,"sessment.Sci.Total Environ.566-567,1235-1244.",
51,"B.,Chen,L.,Hao,Y.,Cao,T.,Zhang,X.,Yu,Y.,Fu,J.,2013.Trace elements in","Yang,G.D.,Zheng,J.P.,Chen, L.,Lin,Q.,Zhao,Y.Q.,Wu,Y.N.,Fu,F.F.,2012.Speciati"
52,animal-based food from Shanghai markets and associated human daily intake and,analysis and characterisation of arsenic in lavers collected from coastal waters of
53,"uptake estimation considering bioaccessibility. Ecotoxicol. Environ. Saf. 96,","Fujian, south-eastern China. Food Chem. 132, 1480-1485."
54,160-167.,
55,".M.,Chen,Y.X.,Ye,J.,Fu,F.F.,Pokhrel,G.R.,Zhang,H.,Zhu,Y.G.,Yang,G.D.,2017","W.X.,2015.Effect of arsenite-oxidizing bacterium B. laterosporus on arsenite toxic"
56,Determination of different arsenic species in food grade spirulina powder by ion,"and arsenic translocation in rice seedlings. Ecotoxicol. Environ. Saf. 120,7-12."
57,chromatography combined with inductively coupled plasma mass spectrometry.J.,"Yuan, C., Jiang, G.,He, B.,2005. Evaluation of the extraction methods for arsenic sp"
58,"Sep.Sci.40,3655-3661.","ciation in rice straw,Oryza sativa L.,and analysis by HPLC-HG-AFS.J.Anal. At."
59,"ng,C.P., Liu,C.W.,Jang,C.S.,Wang, S.W., Lee,J.J.,2011.Assessing and managing the","Spectrom.20,103-110."
60,health risk due to ingestion of inorganic arsenic from fish and shellfish farmed in,"Zhang, W.,Guo,Z., Song,D.,Du, S.,Zhang, L.,2018.Arsenic speciation in wild mar"
61,"blackfoot disease areas for general Taiwanese.J.Hazard.Mater.186,622-628",organisms and a health risk assessment in a subtropical bay of China. Sci. Total
62,"enzana,R.M.,Yeow,A.Y.,Colman,J.T.,Chappell,L.L.,Choudhury,H.,2009.Arsenic","Environ.626,621-629."
