,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
59,,59.80,"252,294s,346",,,,,n.a.,,,,,,,,,,,
60,,61.47,"290,328",,,,,n.a.,,,,,,,,,,,
61,C.Flavanols,C.Flavanols,,,,,,,,,,,,,,,,,
62,,7.19,"276,318s",,,,,n.a.,,,,,x,,,,,,
63,,7.22,266,,,,,Catechin,,x,,,,,,,,,
64,9,9.88,279,,,,,Catechin,,+,,,x,,,,,,
65,,11.40,278,,,,,n.a.,X,,,,x,,,,,,
66,,13.22,280,,,,,n.a.,,,,,,,,,,,
67,10,15.62,280,,,,,Epicatechin,,,,,x,X,,,,,x
68,,16.97,277,,,,,n.a.,,,,,,,,,X,,
69,11,28.42,277,,,,,Epicatechin-3-gallate,,,,,,,,,,,
70,,30.58,272,,,,,n.a.,,,,,,,,,,,
71,,40.49,276,,,,,n.a.,,,,,,,,,,,
72,,,,,,,,,,,,,,,,,,,
