,0,1
22,"ALU repeats.RNA 19,141-157.",the SWI/SNF component Aridla promotes mammalian regeneration.Cell Stem Cell
23,"Kim,D., Pertea, G.,Trapnell, C., Pimentel, H., Kelley, R., Salzberg,S.L.,2013.TopHat2","18,456-466."
24,"accurate alignment of transcriptomes in the presence of insertions, deletions and gene","Trapnell, C., Roberts, A., Goff, L., Pertea, G., Kim, D., Kelley D.R., Pimentel, H., Salzberg"
25,"fusions.Genome Biol.14,R36.","S.L., Rinn, J.L., Pachter, L., 2012. Differential gene and transcript expression analysi"
26,"Kim, T.H., Yoo, J.Y., Wang, Z., Lydon, J.P., Khatri, S., Hawkins, S.M., Leach, R.E.,","of RNA-seq experiments with TopHat and Cufflinks. Nat. Protoc. 7, 562-578."
27,"Fazleabas, A.T.,Young, S.L., Lessey, B.A., Ku, B.J., Jeong, J.W., 2015. ARID1A is","Valadi, H., Ekstrom, K., Bossios,A., Sjostrand, M., Lee, J.J., Lotvall, J.O., 2007.Exosome"
28,"essential for endometrial function during early pregnancy. PLoS Genet. 11,",mediated transfer of mRNAs and microRNAs is a novel mechanism of genetic ex-
29,e1005537.,"change between cells. Nat. Cell Biol. 9, 654659."
30,"Kosaka, N., Izumi, H., Sekine, K., Ochiya, T., 2010. microRNA as a new immune-reg","Vlassov, A.V., Magdaleno, S., Setterquist, R., Conrad, R.,2012. Exosomes: current"
31,"ulatory agent in breast milk.Silence 1,7.","knowledge of their composition, biological functions,and diagnostic and therapeuti"
32,"Lasser, C., Alikhani, V.S., EkstromK., Eldh, M., Paredes,P.T., Bossios, A., Sjostrand, M.","potentials.Biochim.Biophys.Acta 1820,940-948."
33,"Gabrielsson, S., Lotvall, J., Valadi, H., 2011. Human saliva, plasma and breast milk","Wang,L., Feng,Z.,Wang,X.,Wang,X., Zhang,X.,2010.DEGseq:an R package for"
34,"exosomes contain RNA:uptake by macrophages.J.Transl.Med.9,9.","identifying differentially expressed genes from RNA-seq data. Bioinformatics 26,"
35,"Lei, I., Gao,X., Sham, M.H.,Wang, Z., 2012. SWI/SNF protein component BAF250a",136-138.
36,regulates cardiac progenitor cell differentiation by modulating chromatin accessi,"Wang, P.L., Bao, Y., Yee, M.C., Barrett, S.P., Hogan, G.J., Olsen, M.N., Dinneny, J.R."
37,"bility during second heart field development. J. Biol. Chem.287,24255-24262.","Brown, P.O., Salzman, J., 2014. Circular RNA is expressed across the eukaryotic tre"
38,"Li,F.,Zhang, L., Li,W., Deng, J.,Zheng,J.,An, M., Lu, J.,Zhou,Y.,2015a. Circular RNA","of life.PLoS One 9,e90859."
39,ITCH has inhibitory effect on ESCC by suppressing the Wnt/-catenin pathway,"Wang, K., Long, B., Liu, F., Wang, J.X., Liu, C.Y., Zhao, B., Zhou, L.Y., Sun, T., Wang, M."
40,"Oncotarget 6, 6001-6013.","Yu, T., Gong, Y., Liu, J., Dong Y.H., Li, N., Li, P.F., 2016. A circular RNA protects th"
41,"Li, Z., Huang, C., Bao, C., Chen L.,Lin,M.,Wang, X., Zhong,G.,Yu, B., Hu, W., Dai, L.",heart from pathological hypertrophy and heart failure by targeting miR-223.Eur.
42,"Zhu,P.,Chang,Z.,Wu,Q.,Zhao,Y.,Jia,Y.,Xu,P.,Liu,H.,ShanG.,2015b.Exon","Heart J.37,2602-2611."
43,intron circular RNAs regulate transcription in the nucleus.Nat.Struct. Mol.Biol.22,"Wang,L.,Sadri, M.,Giraud,D.,Zempleni,J.,2018.RNase H2-dependent polymerase"
44,256-264.,"chain reaction and elimination of confounders in sample collection,storage, and"
45,"Lu,T., Cui, L., Zhou,Y., Zhu, C.,FanD.,Gong,H., Zhao, Q.,Zhou, C., Zhao,Y., Lu D.",analysis strengthen evidence that microRNAs in bovine milk are bioavailable in hu
46,"Luo,J., Wang, Y., Tian, Q., Feng, Q., Huang, T., Han, B.,2015. Transcriptome-wide","mans.J.Nutr.148,153-159."
47,"investigation of circular RNAs in rice.RNA 21,2076-2087.","Weber, J.A., Baxter, D.H., Zhang, S., Huang, D.Y., Huang, K.H., Lee, M.J., Galas, D.J."
48,"Manca, S., Upadhyaya, B., Mutai, E., Desaulniers, A.T., Cederberg, R.A., White, B.R.,","Wang, K., 2010. The microRNA spectrum in 12 body fluids. Clin. Chem. 56,"
49,"Zempleni, J.,2018.Milk exosomes are bioavailable and distinct microRNA cargos",1733-1741.
50,"have unique tissue distribution patterns. Sci. Rep.8, 11321.","Wickramasinghe, S., Rincon G., Islas-Trejo, A., Medrano, J.F., 2012. Transcriptional"
51,"Melnik, B.C., Schmitz, G., 2017. MicroRNAs: milk's epigenetic regulators. Best Pract. Res.","profiling of bovine milk using RNA sequencing. BMC Genomics 13, 45."
52,"Clin.Endocrinol.Metab.31,427-442.","Wolf, T., Baier, S.R., Zempleni, J., 2015. The intestinal transport of bovine milk exosome"
53,"Melnik, B.C., Kakulas, F., Geddes, D.T., Hartmann, P.E., John, S.M., Carrera-Bastos, P.,",is mediated by endocytosis in human Colon carcinoma Caco-2 cells and rat small
54,"Cordain, L., Schmitz, G., 2016. Milk miRNAs: simple nutrients or systemic functional","intestinal IEC-6 cells. J. Nutr. 145, 2201-2206."
55,"regulators?Nutr.Metab.(Lond).13,42.","Wu, J.I., Lessard, J., Crabtree, G.R., 2009. Understanding the words of chromatin reg."
56,"Memczak, S., Jens, M., Elefsinioti, A., Torti, F., Krueger, J., Rybak, A., Maier, L.,","ulation.Cell 136,200-206."
57,"Mackowiak,S.D.,Gregersen,L.H.,Munschauer, M.,Loewer,A.,Ziebold,U.","Yang, W., Du, W.W., Li, X., Yee, A.J., Yang, B.B., 2016. Foxo3 activity promoted by non"
58,"Landthaler,M.,Kocks,C.,le Noble,F.,Rajewsky,N.,2013.Circular RNAs are a large",coding effects of circular RNA and Foxo3 pseudogene in the inhibition of tumor
59,"class of animal RNAs with regulatory potency. Nature 495, 333338.","growth and angiogenesis.Oncogene 35,3919-3931."
60,"Modarresi, F., Faghihi, M.A., Lopez-Toledano,M.A., Fatemi, R.P., Magistri, M., Brothers","Yu,S.,Zhao,Z.,Sun,L.,Li,P.,2017.Fermentation results in quantitative changes in milk"
61,"S.P., van der Brug, M.P., Wahlestedt, C., 2012. Inhibition of natural antisense tran-",derived exosomes and different effects on cell growth and survival. J. Agric. Food
62,scripts in vivo results in gene-specific transcriptional upregulation. Nat. Biotechnol.,"Chem.65,1220-1228."
63,"30,453-459.","Zhang, Y., Zhang,X.O., Chen,T., Xiang,J.F., Yin, Q.F., Xing, Y.H., Zhu, S., Yang, L., Chen"
64,"Munagala, R., Aqil, F., Jeyabalan, J., Gupta, R.C., 2016. Bovine milk-derived exosomes","L.L.,2013. Circular intronic long noncoding RNAs. Mol. Cell 51,792-806."
65,"for drug delivery.Cancer Lett.371,48-61.","Zhang, C.,Wu, H.,WangY., Zhu, S., Liu, J.,Fang, X., Chen, H.,2016. Circular RNA of"
66,"Oliveira, M.C., Arntz, O.J., Blaney, E.N., van Lent, P.L., Koenders, M.I., van der Kraan",cattle casein genes are highly expressed in bovine mammary gland. J. Dairy Sci. 99
67,"P.M.,van den Berg,W.B.,Ferreira,A.V.,van de Loo,F.A.,2016.Milk extracellular",4750-4760.
68,vesicles accelerate osteoblastogenesis but impair bone matrix formation. J.Nutr,"Zheng, Q., Bao, C., Guo, W., Li, S., Chen, J., Chen, B., Luo, Y., Lyu, D., Li, Y., Shi, G."
69,"Biochem. 30, 74-84.","Liang,L.,Gu,J.,He,X.,Huang,S.,2016.Circular RNA profiling reveals an abundan"
70,"Oliveira, M.C., Di Ceglie, I., Arntz, O.J., van den Berg, W.B., van den Hoogen, F.H.,",circHIPK3 that regulates cell growth by sponging multiple miRNAs.Nat.Commun.7
