,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
26,-Butyrolactone[96-48-0],918,-,,,-,,,,,-,-,0.2,1.3,tr,-,-,tr,-,-
27,3-Hepten-2-one [5609-09-6],940,-,-,,-,,,-,,-,-,-,-,-,1.5,0.2,-,tr,0.4
28,trans-2-Heptenalc [18829-55-5],956,1.2,4.7,,1.6,3.5,0.8,1.3,,3.4,1.9,2.6,2.7,2.8,1.3,8.8,2.6,4.7,8.4
29,5-Methyl-2-furfural [620-02-0],962,2.2,4.7,,1.6,4.6,2.1,3.8,,5,5.3,6.2,6.3,2.8,6.4,8.8,6.1,4.7,8.4
30,5-Methyl-2-furfural [620-02-0],965,,,,,,11,,,-,-,,,-,0.7,,0.3,,
31,1-Heptanol[111-70-6],970,0.4,0.9,,0.6,0.6,11,,,0.4,-,,,,,,tr,0.2,0.5
32,Hexanoic acidc [142-62-1],970,3.1,14.5,,4.4,5.9,4.3,,,4.4,4.1,31.8,3.6,5.4,1.8,2.4,20.6,2.3,5.4
33,1-Octen-3-ol[3391-86-4],980,0.8,1.1,,1.2,1.3,0.7,0.8,,1.2,06,0.6,1,0.3,0.7,1.1,0.6,1.3,2.4
34,Phenold [108-95-2],982,0.2,,,0.6,,-,-,,0.5,0.2,0.3,1.3,,0.9,-,0.3,tr,-
35,1-Decene[872-05-9],990,1.6,0.3,,1.3,1.2,1.2,2.1,,1.4,1.8,0.2,0.8,0.8,0.7,0.6,0.3,0.6,0.9
36,1-Decene[872-05-9],990,-,0.3,,,11,-,,,-,11,-,-,-,,-,11,,0.9
37,2-Pentylfurane[3777-69-3],993,1.7,0.4,,,11,1.8,0.8,,0.7,11,0.4,0.6,-,1.5,1.5,11,2.7,1.9
38,2-Octanone[111-13-7],993,-,-,,,1I2,-,,,,0.5,,-,0.2,,,,2.7,
39,Decane[124-18-5],1000,tr,-,,0.2,1I2,0.4,0.6,,0.2,0.5,,,-,1.9,0.5,,3.5,5.4
40,Octanald [124-13-0],1004,3,1.6,,0.3,1I2,-,0.7,,2.4,1.8,0.9,1.4,0.9,1.4,4.1,,2.2,5.4
41,Acetic acid hexylester[142-92-7,1008,,-,,-,-,-,,,-,-,,,,,11,0.4,-,
42,"(E,E)-2.4-Heptadienal [4313-03-5]",1009,0.2,-,,tr,0.3,0.2,0.3,,0.4,0.3,6.3,3.8,-,-,11,6.5,0.7,
43,p-Cymene [99-87-6],1029,,-,,-,-,0.4,,,,-,,0.4,,-,-,,,0.3
44,Limonenec [138-86-3],1031,0.2,-,,tr,tr,0.4,tr,,0.7,tr,tr,0.4,0.3,1.3,0.9,0.2,0.3,1.8
45,1.8-Cineolc [470-82-6],1037,,-,,-,-,-,,,-,,1.6,-,1,-,-,1.7,1,-
46,3-Octen-2-one[1669-44-9],1037,0.3,0.5,,0.9,0.6,-,0.5,,0.5,0.5,0.3,0.4,-,-,0.4,0.3,0.4,0.6
47,Benzylalcohola [100-51-6],1039,0.4,-,,0.5,tr,0.3,,,0.3,0.4,,0.3,-,0.2,-,,,-
48,Benzeneacetaldehyde[122-78-1],1049,,-,,..,12,,-,,-,-,0.4,,-,0.4,14,-,-,4.2
49,trans-2-Octenal[2363-89-5],1060,1.2,4.6,,2.1,12,0.9,1.8,,2.1,1.8,0.6,0.8,-,0.6,14,0.7,2.7,4.2
50,Acetophenone[98-86-2],1068,1.1,-,,0.9,2.5,2.3,1.7,,2.5,3.8,2.8,1.1,0.5,0.7,2,2.9,0.9,1.7
51,1-Octanold [111-87-5],1075,,1.7,,,,-,-,,,,-,-,-,,-,,,
52,p-Cresold [106-44-5],1075,-,-,,-,-,-,,,-,,2.4,-,0.7,-,-,2.5,-,
53,3.5-Octadiene-2-one [30086-02-3],1080,0.3,-,,0.3,0.6,0.6,1,,0.5,0.8,-,0.4,,-,0.4,,0.4,0.5
54,Heptanoic acid [111-14-8],1085,,0.5,,-,,-,-,,-,-,-,0.4,-,-,-,,,-
55,2-Nonanone [821-55-6],1093,0.9,,,1.4,0.4,4.6,1.4,,1.1,1.4,,1.7,-,4.5,1.1,2.3,0.6,1.1
56,Guajacol [90-05-1],1094,0.6,-,,,-,-,,,1.1,0.9,,1.8,,-,-,-,-,
