subject,predicat,object,comment,label
http://localhost/ontologies/food#apporte,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#TransitiveProperty,ce qu'il peut apporter comme substance ou valeur nutritive.,Apporte
http://localhost/ontologies/food#apporte,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty,ce qu'il peut apporter comme substance ou valeur nutritive.,Apporte
http://localhost/ontologies/food#apporte,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://www.w3.org/2002/07/owl#topObjectProperty,ce qu'il peut apporter comme substance ou valeur nutritive.,Apporte
http://localhost/ontologies/food#apporte,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://localhost/ontologies/food#apporte,ce qu'il peut apporter comme substance ou valeur nutritive.,Apporte
http://localhost/ontologies/food#apporte,http://www.w3.org/2000/01/rdf-schema#domain,http://localhost/ontologies/food#Aliment,ce qu'il peut apporter comme substance ou valeur nutritive.,Apporte
http://localhost/ontologies/food#apporte,http://www.w3.org/2000/01/rdf-schema#range,http://localhost/ontologies/food#SubstanceOrganique,ce qu'il peut apporter comme substance ou valeur nutritive.,Apporte
http://localhost/ontologies/food#apporte,http://proton.semanticweb.org/protonsys#transitiveOver,http://localhost/ontologies/food#apporte,ce qu'il peut apporter comme substance ou valeur nutritive.,Apporte
http://localhost/ontologies/food#apporte,http://www.w3.org/2000/01/rdf-schema#comment,ce qu'il peut apporter comme substance ou valeur nutritive.,ce qu'il peut apporter comme substance ou valeur nutritive.,Apporte
http://localhost/ontologies/food#apporte,http://www.w3.org/2000/01/rdf-schema#label,Apporte,ce qu'il peut apporter comme substance ou valeur nutritive.,Apporte
http://localhost/ontologies/food#apporte,http://www.w3.org/2000/01/rdf-schema#label,Give,ce qu'il peut apporter comme substance ou valeur nutritive.,Apporte
http://localhost/ontologies/food#apporte,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ce qu'il peut apporter comme substance ou valeur nutritive.,Give
http://localhost/ontologies/food#apporte,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#TransitiveProperty,ce qu'il peut apporter comme substance ou valeur nutritive.,Give
http://localhost/ontologies/food#apporte,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty,ce qu'il peut apporter comme substance ou valeur nutritive.,Give
http://localhost/ontologies/food#apporte,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://www.w3.org/2002/07/owl#topObjectProperty,ce qu'il peut apporter comme substance ou valeur nutritive.,Give
http://localhost/ontologies/food#apporte,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://localhost/ontologies/food#apporte,ce qu'il peut apporter comme substance ou valeur nutritive.,Give
http://localhost/ontologies/food#apporte,http://www.w3.org/2000/01/rdf-schema#domain,http://localhost/ontologies/food#Aliment,ce qu'il peut apporter comme substance ou valeur nutritive.,Give
http://localhost/ontologies/food#apporte,http://www.w3.org/2000/01/rdf-schema#range,http://localhost/ontologies/food#SubstanceOrganique,ce qu'il peut apporter comme substance ou valeur nutritive.,Give
http://localhost/ontologies/food#apporte,http://proton.semanticweb.org/protonsys#transitiveOver,http://localhost/ontologies/food#apporte,ce qu'il peut apporter comme substance ou valeur nutritive.,Give
http://localhost/ontologies/food#apporte,http://www.w3.org/2000/01/rdf-schema#comment,ce qu'il peut apporter comme substance ou valeur nutritive.,ce qu'il peut apporter comme substance ou valeur nutritive.,Give
http://localhost/ontologies/food#apporte,http://www.w3.org/2000/01/rdf-schema#label,Apporte,ce qu'il peut apporter comme substance ou valeur nutritive.,Give
http://localhost/ontologies/food#apporte,http://www.w3.org/2000/01/rdf-schema#label,Give,ce qu'il peut apporter comme substance ou valeur nutritive.,Give
http://localhost/ontologies/food#TypeAliment,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,Ensemble dont les aliments sont reparties,Type D'aliments
http://localhost/ontologies/food#TypeAliment,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:node12,Ensemble dont les aliments sont reparties,Type D'aliments
http://localhost/ontologies/food#TypeAliment,http://www.w3.org/2000/01/rdf-schema#comment,Ensemble dont les aliments sont reparties,Ensemble dont les aliments sont reparties,Type D'aliments
http://localhost/ontologies/food#TypeAliment,http://www.w3.org/2000/01/rdf-schema#label,Type D'aliments,Ensemble dont les aliments sont reparties,Type D'aliments
http://localhost/ontologies/food#TypeAliment,http://www.w3.org/2000/01/rdf-schema#label,Type of Aliment,Ensemble dont les aliments sont reparties,Type D'aliments
http://localhost/ontologies/food#TypeAliment,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,Ensemble dont les aliments sont reparties,Type of Aliment
http://localhost/ontologies/food#TypeAliment,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:node12,Ensemble dont les aliments sont reparties,Type of Aliment
http://localhost/ontologies/food#TypeAliment,http://www.w3.org/2000/01/rdf-schema#comment,Ensemble dont les aliments sont reparties,Ensemble dont les aliments sont reparties,Type of Aliment
http://localhost/ontologies/food#TypeAliment,http://www.w3.org/2000/01/rdf-schema#label,Type D'aliments,Ensemble dont les aliments sont reparties,Type of Aliment
http://localhost/ontologies/food#TypeAliment,http://www.w3.org/2000/01/rdf-schema#label,Type of Aliment,Ensemble dont les aliments sont reparties,Type of Aliment
http://localhost/ontologies/food#estFaitDe,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,le principale produit ou aliment dont il est fait,Done By
http://localhost/ontologies/food#estFaitDe,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty,le principale produit ou aliment dont il est fait,Done By
http://localhost/ontologies/food#estFaitDe,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://www.w3.org/2002/07/owl#topObjectProperty,le principale produit ou aliment dont il est fait,Done By
http://localhost/ontologies/food#estFaitDe,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://localhost/ontologies/food#estFaitDe,le principale produit ou aliment dont il est fait,Done By
http://localhost/ontologies/food#estFaitDe,http://www.w3.org/2000/01/rdf-schema#domain,http://localhost/ontologies/food#Boisson,le principale produit ou aliment dont il est fait,Done By
http://localhost/ontologies/food#estFaitDe,http://www.w3.org/2000/01/rdf-schema#range,http://localhost/ontologies/food#Fruits,le principale produit ou aliment dont il est fait,Done By
http://localhost/ontologies/food#estFaitDe,http://www.w3.org/2000/01/rdf-schema#comment,le principale produit ou aliment dont il est fait,le principale produit ou aliment dont il est fait,Done By
http://localhost/ontologies/food#estFaitDe,http://www.w3.org/2000/01/rdf-schema#label,Done By,le principale produit ou aliment dont il est fait,Done By
http://localhost/ontologies/food#estFaitDe,http://www.w3.org/2000/01/rdf-schema#label,Est Fait de,le principale produit ou aliment dont il est fait,Done By
http://localhost/ontologies/food#estFaitDe,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,le principale produit ou aliment dont il est fait,Est Fait de
http://localhost/ontologies/food#estFaitDe,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty,le principale produit ou aliment dont il est fait,Est Fait de
http://localhost/ontologies/food#estFaitDe,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://www.w3.org/2002/07/owl#topObjectProperty,le principale produit ou aliment dont il est fait,Est Fait de
http://localhost/ontologies/food#estFaitDe,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://localhost/ontologies/food#estFaitDe,le principale produit ou aliment dont il est fait,Est Fait de
http://localhost/ontologies/food#estFaitDe,http://www.w3.org/2000/01/rdf-schema#domain,http://localhost/ontologies/food#Boisson,le principale produit ou aliment dont il est fait,Est Fait de
http://localhost/ontologies/food#estFaitDe,http://www.w3.org/2000/01/rdf-schema#range,http://localhost/ontologies/food#Fruits,le principale produit ou aliment dont il est fait,Est Fait de
http://localhost/ontologies/food#estFaitDe,http://www.w3.org/2000/01/rdf-schema#comment,le principale produit ou aliment dont il est fait,le principale produit ou aliment dont il est fait,Est Fait de
http://localhost/ontologies/food#estFaitDe,http://www.w3.org/2000/01/rdf-schema#label,Done By,le principale produit ou aliment dont il est fait,Est Fait de
http://localhost/ontologies/food#estFaitDe,http://www.w3.org/2000/01/rdf-schema#label,Est Fait de,le principale produit ou aliment dont il est fait,Est Fait de
http://localhost/ontologies/food#Boisson,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,Servant de se deshydraté par la bouche pour se desaltérer ou pour se rafraichir.,Boisson
http://localhost/ontologies/food#Boisson,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://localhost/ontologies/food#TypeAliment,Servant de se deshydraté par la bouche pour se desaltérer ou pour se rafraichir.,Boisson
http://localhost/ontologies/food#Boisson,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:node12,Servant de se deshydraté par la bouche pour se desaltérer ou pour se rafraichir.,Boisson
http://localhost/ontologies/food#Boisson,http://www.w3.org/2000/01/rdf-schema#comment,Servant de se deshydraté par la bouche pour se desaltérer ou pour se rafraichir.,Servant de se deshydraté par la bouche pour se desaltérer ou pour se rafraichir.,Boisson
http://localhost/ontologies/food#Boisson,http://www.w3.org/2000/01/rdf-schema#label,Boisson,Servant de se deshydraté par la bouche pour se desaltérer ou pour se rafraichir.,Boisson
http://localhost/ontologies/food#Boisson,http://www.w3.org/2000/01/rdf-schema#label,Drink,Servant de se deshydraté par la bouche pour se desaltérer ou pour se rafraichir.,Boisson
http://localhost/ontologies/food#Boisson,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,Servant de se deshydraté par la bouche pour se desaltérer ou pour se rafraichir.,Drink
http://localhost/ontologies/food#Boisson,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://localhost/ontologies/food#TypeAliment,Servant de se deshydraté par la bouche pour se desaltérer ou pour se rafraichir.,Drink
http://localhost/ontologies/food#Boisson,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:node12,Servant de se deshydraté par la bouche pour se desaltérer ou pour se rafraichir.,Drink
http://localhost/ontologies/food#Boisson,http://www.w3.org/2000/01/rdf-schema#comment,Servant de se deshydraté par la bouche pour se desaltérer ou pour se rafraichir.,Servant de se deshydraté par la bouche pour se desaltérer ou pour se rafraichir.,Drink
http://localhost/ontologies/food#Boisson,http://www.w3.org/2000/01/rdf-schema#label,Boisson,Servant de se deshydraté par la bouche pour se desaltérer ou pour se rafraichir.,Drink
http://localhost/ontologies/food#Boisson,http://www.w3.org/2000/01/rdf-schema#label,Drink,Servant de se deshydraté par la bouche pour se desaltérer ou pour se rafraichir.,Drink
http://localhost/ontologies/food#Cereales,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,Designe des préparation alimentaires à base de graines.,Céréales
http://localhost/ontologies/food#Cereales,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://localhost/ontologies/food#TypeAliment,Designe des préparation alimentaires à base de graines.,Céréales
http://localhost/ontologies/food#Cereales,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:node12,Designe des préparation alimentaires à base de graines.,Céréales
http://localhost/ontologies/food#Cereales,http://www.w3.org/2000/01/rdf-schema#comment,Designe des préparation alimentaires à base de graines.,Designe des préparation alimentaires à base de graines.,Céréales
http://localhost/ontologies/food#Cereales,http://www.w3.org/2000/01/rdf-schema#label,Céréales,Designe des préparation alimentaires à base de graines.,Céréales
http://localhost/ontologies/food#Cereales,http://www.w3.org/2000/01/rdf-schema#label,Muesli,Designe des préparation alimentaires à base de graines.,Céréales
http://localhost/ontologies/food#Cereales,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,Designe des préparation alimentaires à base de graines.,Muesli
http://localhost/ontologies/food#Cereales,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://localhost/ontologies/food#TypeAliment,Designe des préparation alimentaires à base de graines.,Muesli
http://localhost/ontologies/food#Cereales,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:node12,Designe des préparation alimentaires à base de graines.,Muesli
http://localhost/ontologies/food#Cereales,http://www.w3.org/2000/01/rdf-schema#comment,Designe des préparation alimentaires à base de graines.,Designe des préparation alimentaires à base de graines.,Muesli
http://localhost/ontologies/food#Cereales,http://www.w3.org/2000/01/rdf-schema#label,Céréales,Designe des préparation alimentaires à base de graines.,Muesli
http://localhost/ontologies/food#Cereales,http://www.w3.org/2000/01/rdf-schema#label,Muesli,Designe des préparation alimentaires à base de graines.,Muesli
http://localhost/ontologies/food#Eau,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,"Liquide transparant, incolore, inodore et insipide à l'etat pur de formule brute H2O",Eau
http://localhost/ontologies/food#Eau,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://localhost/ontologies/food#TypeSubstanceOrganique,"Liquide transparant, incolore, inodore et insipide à l'etat pur de formule brute H2O",Eau
http://localhost/ontologies/food#Eau,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:node13,"Liquide transparant, incolore, inodore et insipide à l'etat pur de formule brute H2O",Eau
http://localhost/ontologies/food#Eau,http://www.w3.org/2000/01/rdf-schema#comment,"Liquide transparant, incolore, inodore et insipide à l'etat pur de formule brute H2O","Liquide transparant, incolore, inodore et insipide à l'etat pur de formule brute H2O",Eau
http://localhost/ontologies/food#Eau,http://www.w3.org/2000/01/rdf-schema#label,Eau,"Liquide transparant, incolore, inodore et insipide à l'etat pur de formule brute H2O",Eau
http://localhost/ontologies/food#Eau,http://www.w3.org/2000/01/rdf-schema#label,Water,"Liquide transparant, incolore, inodore et insipide à l'etat pur de formule brute H2O",Eau
http://localhost/ontologies/food#Eau,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,"Liquide transparant, incolore, inodore et insipide à l'etat pur de formule brute H2O",Water
http://localhost/ontologies/food#Eau,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://localhost/ontologies/food#TypeSubstanceOrganique,"Liquide transparant, incolore, inodore et insipide à l'etat pur de formule brute H2O",Water
http://localhost/ontologies/food#Eau,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:node13,"Liquide transparant, incolore, inodore et insipide à l'etat pur de formule brute H2O",Water
http://localhost/ontologies/food#Eau,http://www.w3.org/2000/01/rdf-schema#comment,"Liquide transparant, incolore, inodore et insipide à l'etat pur de formule brute H2O","Liquide transparant, incolore, inodore et insipide à l'etat pur de formule brute H2O",Water
http://localhost/ontologies/food#Eau,http://www.w3.org/2000/01/rdf-schema#label,Eau,"Liquide transparant, incolore, inodore et insipide à l'etat pur de formule brute H2O",Water
