,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
17,8,1018PR,Berry extract,1 capsule,1,ND,ND,106,+,30.6,237,2.4,ND,3.2,ND,4.2
18,,,,,,,, 2.3,, 2.4, 1.6,1.4,, 4.4,,1.7
19,9,1019PR,Berry extract,2 capsules,1,3013,6615,5684,,DUL,72.3,3646,ND,252,34.4,29.9
20,,,,,,0.4, 0.1, 0.2,,, 2.2, 0.7,,3.0, 0.8, 1.4
21,10,1020PR,Berry,Powder-,4,53.4,89.7,84.8,,4.7,118,121,ND,10.7,1.4,12.2
22,,,,175mg,, 1.4,1.6, 0.5,, 3.3, 1.3,1.1,, 2.1, 1.8, 2.2
23,11,1483PR,Berry,1 capsule,1,ND,ND,34.4,+,5.2,ND,2.0,ND,1.9,DUL,3.8
24,,,,,,,,0.8,,1.0,, 0.7,,0.7,,0.4
25,12,1484PR,Berry,1 capsule,2,5.1,13.4,55.8,+,7.3,ND,13.6,ND,3.4,DUL,3.3
26,,,,,,1.4,0.4, 2.4,,0.3,, 0.2,,1.1,,1.1
27,13,1485PR,Berry,1 capsule,3,31.6,10.1,578,+,13.9,ND,27.7,ND,12.1,1.4,8.8
28,,,,,, 0.7, 0.3, 0.6,, 0.3,, 0.1,,0.4, 1.0, 0.2
29,14,1486PR,Berry,1 capsule,1,ND,ND,ND,-,4.5,ND,ND,ND,ND,ND,ND
30,,,,,,,,,, 0.6,,,,,,
31,15,1487PR,Berry,1 capsule,2,4.4,6.5,72.4,+,DUL,ND,7.5,ND,4.3,DUL,3.8
32,,,,,,1.0, 0.2, 2.0,,,, 0.2,,0.3,, 0.4
33,16,1488PR,Berry extract,1 capsule,1,33.5,21.9,99.5,+,23.3,ND,76.6,ND,10.6,1.6,5.7
34,,,,,,0.9,0.6, 0.5,,0.1,,0.1,,0.1,1.0,0.3
35,17,1489PR,Berry+Flower,2capsules,1,5.8,23.1,81.9,+,11.2,ND,18.8,ND,5.6,ND,6.3
36,,,,,,0.3,0.3, 0.7,, 0.3,, 0.6,,0.5,,0.5
37,18,1490PR,Berry extract,2 capsules,1,ND,13.9,57.2,+,11.3,ND,12.1,ND,4.4,ND,6.3
38,,,,,,,0.6,1.4,,0.5,,0.1,,0.6,,0.1
39,19,1491PR,Berry extract,2 capsules,1,1161,2325,2212,,738.4,DUL,1948,ND,158,18.6,329
40,,,,,,0.5,0.2,0.9,,0.3,,0.1,,0.1,0.5,0.1
41,20,1492PR,Berry extract,1 capsule,2,4.1,9.9,65.0,+,5.7,ND,11.1,ND,7.7,2.4,3.3
42,,,,,,1.7,0.5, 3.5,, 0.9,, 0.3,,0.8, 2.4,2.2
43,21,1493PR,Berry,1 softgel,2,3.2,17.4,16.0,,9.9,ND,21.7,ND,3.1,1.1,3.5
44,,,,,, 2.2, 1.4, 3.4,, 0.6,,0.1,,1.1, 1.3, 1.6
45,22,1494PR,Berry extract,2 capsules,1,ND,ND,ND,,1791,ND,DUL,ND,4.6,ND,8.7
46,,,,,,,,,,0.1,,,,0.3,,0.5
47,23,1495PR,Berry,2 capsules,2,25.6,29.8,32.4,+,50.8,14.8,111,ND,27.5,2.5,31.1
48,,,,,, 0.3, 3.3, 4.8,, 0.4,0.1, 0.1,, 1.7, 1.2,0.1
49,24,1496PR,Berry extract,1 capsule,1,6727,16063,14380,-,1804,87.1,10406,ND,605,113,115
50,,,,,, 0.1, 0.1, 0.1,, 0.1, 0.2, 0.1,, 0.4, 1.2,0.1
51,25,1497PR,Berry,1 capsule,1,14.2,15.3,26.4,+,21.8,7.0,49.3,ND,12.5,1.3,11.9
52,,,,,,0.3, 0.9, 0.6,, 2.7, 0.2, 0.1,,1.0, 2.7,0.1
53,26,1499PR,Berry,1 capsule,1,11.7,33.1,80.5,+,17.1,4.7,28.1,ND,6.1,DUL,3.3
54,,,,,, 0.1, 3.3,1.0,, 0.2, 0.9,0.4,,1.2,, 1.3
55,27,1500PR,Berry,2 capsules,1,151.1,105,1786,+,49.3,11.3,216,ND,65,5.9,67.2
56,,,,,, 0.5, 3.0, 0.4,, 0.2, 0.6, 0.1,, 0.2, 1.0,0.1
57,28,1501PR,Berry extract,2 capsules,1,11.7,38.2,113.1,+,19.4,8.9,38.0,ND,7.2,DUL,7.3
58,,,,,, 1.1, 2.3, 1.0,, 1.2, 0.2, 0.1,, 0.6,, 1.2
59,29,1502PR,Berry,1 softgel,2,11.9,32.2,30.8,,15.9,DUL,39.9,ND,4.9,1.3,4.4
60,,,,,,0.1, 0.1, 0.3,, 0.7,,0.1,,1.2, 0.5,1.1
61,30,1510PR,Berry,1 capsule,1,ND,ND,7.9,+,0.00,ND,ND,ND,ND,ND,145
62,,,,,,,,1.9,,,,,,,,0.1
63,31,23682,Berry,1 Tablet,1,37.3,157.6,120.2,,7.5,85.3,3585,ND,672,53.7,49.4
64,,,,,,0.6,0.2,0.3,,0.7,2.4,0.2,,0.3,0.9,1.4
