,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
15,14,n.d.,<0.3,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,,,,
16,15,3.4,2.2,3.4,n.d.,0.8,0.4,0.6,1.1,0.5,<0.3,0.4,n.d.,n.d.,n.d.,n.d.,12.8,11.6,8.7,1.5
17,16,n.d.,n.d.,<0.3,n.d.,<0.3,<0.3,n.d,n.d.,n.d.,n.d.,n.d,n.d.,n.d.,n.d.,n.d,,,,
18,17,28.9,30.0,33.4,<0.3,10.2,3.3a,,15.9,2.4,2.5,1.7,<0.5,<0.5,n.d.,<0.5,150,9.7,88.4,1.6
19,18,28.9,30.0,33.4,<0.3,10.2,12.5a,,15.9,9.8,2.5,5.7,<0.5,0.8,0.7,<0.5,150,9.5,88.4,1.7
20,19,27.6,34.0,26.2,n.d.,8.3,6.1,6.1,11.4,6.9,1.0,4.9,<0.5,0.8,<0.5,n.d.,131,8.8,73.5,1.8
21,20,19.4,34.0,18.1,n.d.,9.0,7.0,7.0,15.0,10.3,1.5,9.0,<0.5,1.0,<0.5,n.d.,131,8.8,61.5,2.1
22,21,1.9,1.6,1.5,n.d.,0.3,0.4a,,0.4,0.3,n.d.,<0.3,n.d.,n.d.,n.d.,n.d.,6.4,16.0,4.1,1.6
23,22,<0.3,1.5,<0.3,n.d.,<0.3,<0.3,<0.3,<0.3,<0.3,n.d.,<0.3,n.d.,n.d.,n.d.,n.d.,,,,
24,23,<0.3,<0.3,<0.3,n.d.,<0.3,<0.3,<0.3,<0.3,<0.3,n.d.,<0.3,n.d.,n.d.,n.d.,n.d.,,,,
25,24,<0.3,<0.3,<0.3,n.d.,<0.3,<0.3,<0.3,n.d.,<0.3,1.0,n.d,n.d.,n.d.,n.d.,n.d,,,,
26,25,11.7,11.3,13.0,n.d.,9.4,7.0,7.2,13.4,7.7,1.0,6.2,<0.5,1.0,0.7,<0.5,139,10.3,35.8,1.9
27,26,11.7,11.3,13.0,n.d.,4.5,2.6,3.6,6.6,3.9,0.5,3.3,<0.5,<0.5,<0.5,n.d.,61.0,9.2,35.8,1.7
28,27,2.4,2.2,2.2,n.d.,0.7,0.4,0.6,0.8,0.4,n.d.,0.5,n.d.,n.d.,n.d.,n.d.,10.2,12.8,6.1,1.7
29,28,1.9,2.1,1.9,n.d.,0.8,0.4,0.6,0.9,0.9,<0.3,0.7,n.d.,n.d.,n.d.,n.d.,10.2,11.3,5.5,1.9
30,29,0.8,0.3,0.8,n.d.,<0.3,<0.3,<0.3,<0.3,<0.3,n.d.,<0.3,n.d.,n.d.,n.d.,n.d.,1.9,,,
31,30,<0.3,n.d.,<0.3,n.d.,<0.3,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,,,,
32,31,n.d,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d,n.d.,n.d.,n.d.,n.d,n.d.,n.d,,,,
33,32,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,,,,
34,33,n.d.,n.d.,n.d.,n.d.,<O.3,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,,,,
35,34,<0.3,<0.3,<0.3,n.d.,<0.3,n.d.,n.d.,<0.3,n.d,n.d.,n.d.,n.d.,n.d,n.d.,n.d,,,,
36,35,n.d.,<0.3,n.d,n.d,n.d.,n.d,n.d.,n.d.,n.d,n.d.,n.d.,n.d.,n.d,n.d.,n.d,,,,
37,36,<0.3,<0.3,<0.3,n.d.,n.d.,<0.3a,,<0.3,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,,,,
38,37,n.d.,<0.3,<0.3,n.d.,n.d.,n.d..,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,,,,
39,38,0.6,0.5,0.6,n.d.,0.3,<0.3,<0.3,<0.3,<0.3,n.d.,<0.3,n.d.,n.d.,n.d.,n.d.,1.7,,,
40,39,1.3,2.3,1.6,n.d.,0.3,0.4a,,0.4,<0.3,n.d.,<0.3,n.d.,n.d.,n.d.,n.d.,6.3,15.8,3.6,1.8
41,40,4.5,69.1,7.0,1.4,7.0,3.8,5.3,14.4,13.3,1.0,27.1,n.d.,1.2,2.5,1.0,159,11.0,32.9,4.8
42,41,1.0,0.4,2.8,<0.3,1.1,0.3,0.5,0.6,0.5,<0.3,0.8,n.d.,n.d.,n.d.,n.d.,8.0,13.3,5.5,1.5
43,42,3.2,4.6,3.7,<0.3,2.7,0.8,2.0,3.4,2.5,0.4,2.4,n.d.,<0.5,<0.5,n.d.,26.4,13.8,13.8,2.0
44,43,5.6,8.2,5.0,n.d.,1.4,0.8,1.1,1.8,0.5,n.d.,0.5,n.d.,n.d.,n.d.,n.d.,24.9,13.8,13.8,1.8
45,44,25.2,34.8,24.7,n.d.,8.6,10.7a,,10.9,6.8,1.8,3.5,<0.5,<0.5,<0.5,n.d.,127,11.7,69.4,1.8
46,45,1.8,3.3,1.6,n.d.,0.5,0.3,0.4,0.7,0.4,n.d.,0.4,n.d.,n.d.,n.d.,n.d.,9.4,13.4,4.6,2.0
47,46,17.2,26.5,19.1,n.d.,6.8,9.1a,,9.4,4.3,0.8,2.8,n.d.,0.5,n.d.,n.d.,96.5,10.3,52.5,1.8
48,47,1.9,2.5,2.1,n.d.,0.9,1.3a,,1.2,0.7,<0.3,0.5,n.d.,n.d.,n.d.,n.d.,11.1,9.3,6.1,1.8
49,48,18.3,31.8,16.3,n.d.,6.2,3.7,4.9,8.9,4.8,0.8,3.9,<0.5,0.6,<0.5,<0.5,100,11.3,49.7,2.0
50,49,0.4,<0.3,0.5,n.d.,<0.3,n.d.,<0.3,<0.3,<0.3,n.d.,<0.3,n.d.,n.d.,n.d.,n.d.,0.9,,,
51,50,12.9,19.0,12.0,n.d.,5.5,4.2,4.2,8.4,5.4,0.8,0.5,n.d.,0.7,<0.5,<0.5,77.3,9.2,38.8,2.0
52,51,5.0,6.0,4.1,n.d.,1.1,0.6,0.8,1.4,0.6,<0.3,0.5,n.d.,n.d.,n.d.,n.d.,20.1,14.4,11.6,1.7
53,52,<0.3,n.d.,<0.3,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,,,,
54,53,n.d.,n.d.,n.d.,n.d.,<0.3,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,,,,
55,54,<0.3,<0.3,<0.3,n.d,n.d.,n.d,n.d.,n.d.,n.d,n.d.,<0.3,n.d.,n.d,n.d.,n.d,,,,
56,55,<0.3,n.d.,<0.3,n.d.,<0.3,n.d,n.d.,n.d.,n.d,n.d.,<0.3,n.d.,n.d,n.d.,n.d,,,,
