,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
24,Hydroxytyrosol,,14.7d 0.21,,6.2180.11,,29.2a0.2,29.2a0.2,1.22i.k0.04,8.81f0.11,nd,,26.6b0.7,26.6b0.7,3.96h0.08
25,Tyrosol,,10.5i0.2,,17.60.1,,14.1f0.21,14.1f0.21,1.03d.f.+0.08,12.1h+0.1,8.67*0.16,,21.5d0.7,21.5d0.7,11.98.h0.2
26,Catechin,,0.4310.055,,2.41a0.03,2.41a0.03,0.3010.043,0.3010.043,0.831d.e0.086,1.14d.e.f0.11,o.977e.f.&.h0.039,o.977e.f.&.h0.039,0.3710.041,0.3710.041,1.67b0.05
27,Caffeic acid,,0.384f.g.h0.019,,1.720.23,1.720.23,0.226h0.051,0.226h0.051,0.831d.e0.086,2.19b0.17,1.54c0.08,,0.3238.h0.037,0.3238.h0.037,1.53c0.04
28,Vanillic acid,,0.507 g.h.i0.018,0.507 g.h.i0.018,1.72b0.02,1.72b0.02,0.358ij.k0.058,0.358ij.k0.058,1.68b0.05,0.675e.f.:0.079,0.802d.e0.045,,0.901'0.01,0.901'0.01,0.722d.e.f0.045
29,Vanillin,,7.09d0.02,,1.380.01,1.380.01,0.596h.i0.065,0.597*0.032,0.7448.h0.036,2.69h0.05,2.53h0.21,,0.778.h0.01,0.778.h0.01,1.790.02
30,Verbascoside,,7.09d0.02,,11.10.1,,0.597*0.032,0.597*0.032,0.889&.h.i0.069,2.69h0.05,2.53h0.21,,3.3680.05,3.3680.05,1.35e.f0.01
31,p-Coumaric acid,,0.3088.h0.049,,1.52d.e0.07,2.710.06,0.341*0.042,0.289&.h0.043,0.611*&h0.044,1.22e.f0.04,1.16e.f0.12,,0.389&.h0o.125,0.389&.h0o.125,1.72d.e0.04
32,Luteolin-7-O-Glucoside,,1.38k.10.46,,4.33e.f0.06,1.52d.e0.07,0.289&.h0.043,0.289&.h0.043,4.03e.f0.06,1.22e.f0.04,1.16e.f0.12,,0.389&.h0o.125,0.389&.h0o.125,1.72d.e0.04
33,Rutin,,1.38k.10.46,,4.33e.f0.06,4.33e.f0.06,0.347M0.061,0.347M0.061,4.03e.f0.06,3.7180.10,2.71h.i0.11,,0.91k.l.m0.04,0.91k.l.m0.04,2.53h.i0.08
34,Ferulic acid,,0.666h0.052,,0.806h0.052,0.806h0.052,nd,,7.06b0.14,32.2a0.3,1.5680.09,,3.21d0.14,3.21d0.14,1.61  0.07
35,Oleuropein aglycone*,,89.7d0.9,,18.4h.i0.1,18.4h.i0.1,76.7e0.5,76.7e0.5,5.44m0.11,4.11m0.16,12.41.k0.1,,6.77l.m+0.35,6.77l.m+0.35,21.220.35
36,Luteolin-4-O-Glucoside,,2.080.07,,9.470.14,9.470.14,0.759k0.055,0.759k0.055,3.78.g.h0.06,3.520.11,5.1180.02,,8.67d0.34,8.67d0.34,7.54e0.15
37,o-Coumaric acid,,26.4.8.h1.5,,4.32e.f0.04,4.32e.f0.04,2.59i.k0.44,2.59i.k0.44,3.78.g.h0.06,33.2b0.4,3.35h.i0.02,,12.10.2,12.10.2,3.448.h.i0.04
38,Oleuropein,,26.4.8.h1.5,,14.6a.e.0.4,22.150.27,21.8i0.4,21.8i0.4,13.d.e.&.h0.6,20.60.5,8.750.15,,27.880.4,27.880.4,39.1c.d0.3
39,Luteolin,,3.708.h0.06,,14.6a.e.0.4,14.6a.e.0.4,3.61&.h0.20,3.61&.h0.20,13.d.e.&.h0.6,132b1,9.29e.f.g.h0.03,,191a14,191a14,2.7680.08
40,Oleuropein aglycone**,,3.32h0.07,,8.610.51,,0.6720.081,0.6720.081,0.807k.l0.066,1.79i0.08,2.700.11,,1.91h.ij0.14,1.91h.ij0.14,7.83d0.28
41,Apigenin,,3.32h0.07,,8.37d0.08,8.37d0.08,1.010.06,1.010.06,4.72f0.04,1.79i0.08,5.73e.f0.19,,2.72h.i0.15,2.72h.i0.15,7.83d0.28
42,Sum of individual biophenols,,168f.83,,1346,,1521,,108i.k1,2627,70.30.3,,3191,,1171
43,Total biophenols,,4572,,3122,,52717,52717,2223,430f.9,1615,,66915,66915,268*4
