,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
18,s,,0.04,7.92,0.00012,0.00013,0.00004,9.7,0.00006,0.00026,0.00026,18.4,0.00011,0.00029,0.00017,,0.00021
19,B,,0.07,2.3,3.3,1.9,1.9,5.6,5.6,8,,11.7,1.6,2.9,13.4,13.3,13.3
20,P,,0.007,5.07,12.1,2.24,0.983,18.2,18.2,17.4,17.4,7.58,7.39,224,60.7,73.7,73.7
21,Ti,,0.0007,0.03,0.032,0.038,0.013,0.026,0.026,0.042,0.042,BDL,BDL,BDL,0.086,0.069,0.069
22,Elements,,,Honey,,,,,,,,,,,,Agave syrup,Agave syrup
23,,,Sample no.,H22,H21,FH4,FH7,LH8,LH8,FH14,FH14,FH23,FH24,FH33,H28,AG18,AG18
24,,,Bedrocks,,,,,,,,,,,,,,
25,,,Area,Western Canada,Western Canada,Kingston,Kingston,Kingston,Kingston,Kingston,Kingston,Kingston,Kingston,Kingston,Kingston,,
26,,,limit (mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg)
27,Ca,,0.7,147,31.7,47.9,30,43,43,62.1,62.1,582,55.5,60.1,56.2,99.2,
28,K,,0.1,147,90.5,841,1880,953,953,414,414,582,557,426,255,99.2,
29,Mg,,0.2,15.8,9.6,15.9,25.7,15.6,15.6,17.4,17.4,9.2,15.8,16.5,15.5,5.8,
30,Na,,0.07,15.2,22.7,16.9,26.3,23.9,23.9,16.2,16.2,22.5,62.4,16.4,18,BDL,24.6
31,Mn,,0.3,0.4,BDL,0.1,0.2,0.2,0.2,1,1,0.4,1.3,0.7,0.4,BDL,
32,Al,,0.007,0.984,1.46,0.645,0.63,0.747,0.747,3.52,3.52,BDL,0.0013,0.0012,4.42,2.65,2.65
33,Cr,,0.0001,0.0091,0.0057,0.0062,0.0048,,0.0078,,0.017,0.0098,0.049,0.0112,0.0164,0.0046,0.0046
34,Fe,,0.0007,0.00323,1.03,2.02,1.8,1.05,1.05,,0.645,0.591,0.976,0.589,3.21,BDL,0.557
35,Ni,,0.00007,0.00323,0.00242,0.00184,0.00378,,0.00175,,0.0025,0.00088,0.00302,0.00207,0.00321,BDL,
36,Ni,,0.001,0.017,0.015,0.011,0.899,0.027,0.027,,0.219,BDL,0.044,0.038,0.026,BDL,
37,Zn,,0.0001,0.114,0.0545,0.312,0.899,,0.303,,0.219,0.687,0.138,0.197,0.0983,0.0377,0.0377
38,Zn,,0.0001,0.768,0.501,1.28,0.486,0.493,0.493,0.523,0.523,0.687,1.62,0.392,0.897,0.772,0.772
39,Rb,,0.0001,0.211,0.143,1.07,2.5,,1.24,,0.411,1.88,2.27,0.392,0.407,0.0473,0.0473
40,Y,,0.0001,0.0706,0.0735,0.0658,0.444,0.347,0.347,,0.128,0.075,0.116,0.09,0.0891,0.0681,0.0681
41,Mo,,0.0006,0.0053,0.0028,0.00034,0.00112,,0.0057,,0.0077,0.0035,0.0118,0.0064,0.0085,0.0036,0.00049
42,Cs,,0.00004,0.028,0.032,0.00101,0.06,,0.065,,0.00078,0.078,0.00327,0.047,0.028,0.048,
43,Hg,,0.0001,0.0005,BDL,0.0044,0.0047,0.0025,0.0025,,0.003,0.0031,0.0027,0.0011,0.0016,0.0045,0.0045
44,Bi,,0.000007,0.00033,0.0024,0.0561,0.0135,0.0139,0.00044,,0.00018,0.00038,0.00115,0.0039,0.00625,0.00726,0.00726
45,Bi,,0.000007,0.00033,0.00012,0.00049,0.00036,,0.00044,,0.00018,0.00038,0.00115,0.00007,0.0001,0.00025,0.00025
46,U,,0.000007,25.1,0.00012,0.00021,78.4,,47.3,0.0001,31.7,17.6,0.0002,0.00009,0.00018,45.4,0.00028
47,S,,0.04,25.1,16.4,41.4,78.4,47.3,47.3,31.7,31.7,17.6,29.3,35.1,32.9,45.4,
