,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
14,Hinohikari,Fukuoka,1999,3.01,0.8,Nd,19.7,0.2,0.1,1.9,40.2,33.2,1.1,0.6,0.5,0.3,Nd,0.8,0.2,0.4
15,Hinohikari,Kagoshima,1999,3.01,0.9,Nd,19.8,0.2,0.1,2,40.6,32.5,1.2,0.6,0.5,0.3,Nd,0.8,0.3,0.2
16,Hoshinoyume,Hokkaido,2000,2.91,0.7,Nd,23.1,0.1,0.1,1.8,34.6,35.9,1.2,0.5,0.5,0.3,0.1,0.6,0.1,0.4
17,Kirara397,Hokkaido,2000,3.37,0.6,Nd,22.4,0.1,0.1,1.6,35.3,36,1.3,0.5,0.5,0.3,0.1,0.7,0.1,0.4
18,Akitakomachi,Akita,2000,3.6,0.8,Nd,19.6,0.1,0.1,1.8,41,32.6,1.1,0.6,0.5,0.3,0.1,0.7,0.2,0.5
19,Hitomebore,Iwate,2000,3.49,0.7,Nd,21.7,0.1,0.1,1.7,36.7,35,1.3,0.5,0.5,0.3,0.1,0.7,0.1,0.5
20,Hitomebore,Miyagi,2000,3.72,0.7,Nd,21,0.2,0.1,1.6,38.6,33.7,1.3,0.5,0.5,0.3,0.1,0.7,0.3,0.4
21,Haenuki,Yamagata,2000,3.84,0.8,Nd,20.8,0.1,0.1,1.7,38.8,33.9,1.1,0.5,0.5,0.3,0.1,0.6,0.2,0.5
22,Dontokoi,Niigata,2000,3.14,0.8,Nd,19.4,0.2,0.1,1.7,40,33.6,1.2,0.6,0.6,0.3,0.1,0.5,0.3,0.6
23,Koshihikari,Niigata,2000,3.14,0.9,Nd,21.3,0.1,0.1,2,38.1,33.6,1.2,0.6,0.5,0.3,0.1,0.6,0.2,0.4
24,Koshihikari,Tochigi,2000,3.02,0.8,Nd,21.3,0.1,0.1,1.6,34.8,36.8,1.3,0.5,0.5,0.6,0.1,0.7,0.2,0.6
25,Koshihikari,Ibaraki,2000,3.49,0.9,0.1,19.9,0.2,0.1,1.9,37.7,34.8,1.3,0.6,0.5,0.5,0.1,0.8,0.1,0.5
26,Kinuhikari,Shiga,2000,3.49,0.8,Nd,20.1,0.2,0.1,2.1,39.9,32.8,1,0.6,0.6,0.3,0.1,0.7,0.2,0.5
27,Hinohikari,Fukuoka,2000,2.91,0.8,0.1,21.6,0.2,0.1,1.8,37.8,33.7,1.2,0.5,0.5,0.3,0.1,0.7,0.2,0.4
28,Hinohikari,Kagoshima,2000,3.02,0.7,0.1,20.3,0.2,0.1,1.9,38.7,34,1.2,0.5,0.5,0.3,0.1,0.7,0.2,0.5
29,Hoshinoyume,Hokkaido,2001,3.7,0.6,0.1,22.7,0.1,0.1,1.8,32.4,38,1.4,0.5,0.4,0.5,0.1,0.6,0.1,0.6
30,Kirara397,Hokkaido,2001,3.68,0.6,0.1,22.5,0.1,0.1,1.7,33.4,37.4,1.4,0.5,0.4,0.4,0.2,0.6,0.1,0.5
31,Akitakomachi,Akita,2001,3.56,0.7,0.2,20.7,0.2,0.1,1.8,39,33.4,1.1,0.6,0.5,0.4,0.1,0.6,0.1,0.5
32,Hitomebore,Iwate,2001,3.79,0.6,0.1,22.1,0.2,0.1,1.9,34.5,36.6,1.4,0.5,0.5,0.3,0.1,0.5,0.1,0.5
33,Hitomebore,Miyagi,2001,3.33,0.6,0.1,22.7,0.2,0.1,1.7,34.6,35.8,1.4,0.6,0.5,0.5,0.1,0.6,0.1,0.4
34,Haenuki,Yamagata,2001,3.44,0.7,0.1,21.4,0.1,0.1,1.8,36.8,34.9,1.3,0.6,0.5,0.4,0.1,0.6,0.1,0.5
35,Dontokoi,Niigata,2001,3.4,0.7,0.2,18.2,0.1,0.1,1.9,36.6,38.5,1.2,0.5,0.5,0.4,0.1,0.5,0.1,0.4
36,Koshihikari,Niigata,2001,3.66,0.8,0.1,21.2,0.2,0.1,2.1,38.9,33.1,1.1,0.6,0.5,0.2,0.1,0.5,0.1,0.4
37,Koshihikari,Tochigi,2001,3.48,0.8,0.2,22.3,0.1,0.1,1.9,33.9,36.5,1.4,0.6,0.5,0.5,0.1,0.7,0.1,0.3
38,Koshihikari,Ibaraki,2001,3.8,0.8,0.3,22,0.2,0.1,1.8,34.7,36.1,1.3,0.6,0.5,0.5,Nd,0.7,0.1,0.3
