,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
12,Leuctscus celaphus),21+0.81.00.09,1988,220+59,45096,21+0.81.00.09,21+0.81.00.09,6010,499.4,0.50.12,0.60.10,0.60.10,0.60.10,,,
13,Ide,,1987,24058,45081,1.00.08,1.00.08,609.1,509.2,0.50.13,0.60.07,0.60.07,0.60.07,,,
14,Leusiscus idus),0.60.10 0.50.05,1988 24061,1988 24061,43076,191.91.0+0.09 6010,191.91.0+0.09 6010,191.91.0+0.09 6010,5010,0.60.10 0.50.05,0.60.10 0.50.05,0.60.10 0.50.05,0.60.10 0.50.05,,,
15,Nase,0.50.05 1.00.21,1987 270t12,1987 270t12,400190 212.5 1.10.09 57+1.8,400190 212.5 1.10.09 57+1.8,400190 212.5 1.10.09 57+1.8,400190 212.5 1.10.09 57+1.8,581.0,0.50.05 1.00.21,0.50.05 1.00.21,0.50.05 1.00.21,0.50.05 1.00.21,,,
16,(Chondrostoma nasus),0.50.05 0.9+0.19,1988,27058,400+150 219.3 0.90.27,400+150 219.3 0.90.27,400+150 219.3 0.90.27,532.2,603.7,0.50.05 0.9+0.19,0.50.05 0.9+0.19,0.50.05 0.9+0.19,0.50.05 0.9+0.19,,,
17,Pike-perch,519.4 0.90.10 0.70.32,1987,19019,400130 19+3.6 1.10.03 541.1,400130 19+3.6 1.10.03 541.1,400130 19+3.6 1.10.03 541.1,400130 19+3.6 1.10.03 541.1,519.4 0.90.10 0.70.32,519.4 0.90.10 0.70.32,519.4 0.90.10 0.70.32,519.4 0.90.10 0.70.32,,,,
18,Lusioperca lucioperca),556.7 0.70.11 0.70.21,1983,19033,400120182.30.80.11S13.1,400120182.30.80.11S13.1,400120182.30.80.11S13.1,400120182.30.80.11S13.1,556.7 0.70.11 0.70.21,556.7 0.70.11 0.70.21,556.7 0.70.11 0.70.21,556.7 0.70.11 0.70.21,,,,
19,Rudd,400130 171.3 1.10.20,1987,19036,400130 171.3 1.10.20,400130 171.3 1.10.20,400130 171.3 1.10.20,617.3,7024,0.60.05,0.50.14,0.50.14,0.50.14,,,
20,(Scardinius erythrofthalmus) 1988,(Scardinius erythrofthalmus) 1988,(Scardinius erythrofthalmus) 1988,19028,400200,0.90.09,0.90.09,688.3,592.4,0.60.03,0.60.18,0.60.18,0.60.18,,,
21,Sheatfish,201.9 0.90.14,1987,16038,43087,201.9 0.90.14,201.9 0.90.14,274.9,6010,0.40.03,0.6+0.09,0.6+0.09,0.6+0.09,,,
22,(Silurus glanis,192.40.90.21,,15029,43071,192.40.90.21,192.40.90.21,246.1,5018,0.40.08,0.60.12,0.60.12,0.60.12,,,
23,Tench,,1987,22024,400200,201.9,0.80.67,6011,6010,1.10.18,0.80.12,0.80.12,0.80.12,,,
24,(Tinca Tinca),213.31.30.44,1988,21037,400+190,213.31.30.44,213.31.30.44,669.7,515.7,1.10.15,0.9+0.21,0.9+0.21,0.9+0.21,,,
25,,Concentration in ug/100g,,,,Concentration in ug/100g,Concentration in ug/100g,Concentration in ug/100g,,,,,,,,
26,Fish species,,,A1,cd,Co,Cr,Cu,Hg,Mn,Mo,,N1,Pb,Sn,Sr
27,Aspe,,1987,9022,1.50.46,6021,8032,8034,81.0,7027,287.3,6332,6332,ND6,NOND,NOND
28,(Aspius aspius),,1988,6028,0.90.33,5012,8013,12014,71.0,8038,222.9,4024,4024,3026,NDND,NDND
29,Bream,234.1144.8,1987,17010,1.8+0.81,3018,3010,234.1144.8,234.1144.8,11033,201.4,,207.3,139.8,ND,ND
30,(Abramis brama),,1988,18023,0.60.20,4011,128.0,305.260.5,305.260.5,9045,183.2,,136.6,86.4,NDND,NDND
31,Carp,94+8.2110.3,1987,13020,0.40.22,33+5.1,7037,94+8.2110.3,94+8.2110.3,7011,336.3,,153.8,2020,ND,ND
32,(Cyprinus carpio),,1988,16052,1.60.86,409.2,80+42,8010,161.0,4036,415.2,,4011,2010,ND,ND
33,Crucian carp,,1987,19024,0.80.50,3013,165.2,904.1,80.2,6011394.3,6011394.3,,142.4,1011,ND ND,ND ND
34,Carassius carass ius),418.2336.7,1988,16017,2.51.20,12+6.2,165.2,8012,80.3,418.2336.7,418.2336.7,,1012,4054,ND ND,ND ND
35,Chub,,1987,17043,ND,6027,8022,10022,84.2,7016,517.2,,2020,1012,NO,
36,(Leuciscus celaphus,,1988,12034,0.50.29,4014,8037,8036,112.3,5022,619.1,,136.3,ND,ND ND,ND ND
37,Ide,,1987,16052,ND,467.3,7037,9020,75.3,7020,558.3,,168.1,1018,ND,NO
38,(Leuciscus idus),1988 13044,1988 13044,1988 13044,0.50.32,5020,7037,8040,92.4,8011,629.6,,168.1,ND,ND ND,ND ND
39,Nase,,1987,16098,0.50.27,137.3,3022,8020,135.3,7010,42+6.2,10021,10021,75.4,ND,NO
40,Chondrostoma nasus,1988 200190,1988 200190,1988 200190,1.80.89,4020,204.1,6011,51.9,6020,382.8,8017,8017,1011,ND,ND
41,Pike-perch,158.82011,1987,13016,ND,3014,4013,10015,B0.1,10026,425.6,,158.82011,158.82011,NO ND,NO ND
42,(Lucioperca lucioperca,(Lucioperca lucioperca,1988,16032,ND,344.2,296.3,9022,70.9,8030,6011,,134.9,ND,ND ND,ND ND
43,Rudd,718.2 304.2,1987,11035,0.20.12,373.2,4018,10035,144.2,718.2 304.2,718.2 304.2,119.3,119.3,4034,ND,ND
44,(Scardinius erythrophthalmus) 1988,6020 24+3.7,(Scardinius erythrophthalmus) 1988,140+29,0.70.33,4020,7021,10043,151.1,6020 24+3.7,6020 24+3.7,,5029,4027,ND,ND
45,Sheatfish,,1987,8011,ND,179.3,215.112037,215.112037,165.1,886.3 484.9,886.3 484.9,,178.2,ND,ND,ND
46,S+lurus glanis),7010 418.2,1988,10021,ND,3010,147.2100+21,147.2100+21,104.1,7010 418.2,7010 418.2,,169.2,ND,ND NO,ND NO
47,Tench,317.3 9031,1987,9017,0.20.15,5011,317.3 9031,317.3 9031,91.9,10041,465.2,9020,9020,ND,ND ND,ND ND
48,Tinca Tinca,,1988,6030,0.90.46,598.2,219.212018,219.212018,122.1,9012,55+9.7,6011,6011,ND,ND ND,ND ND
