,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
32,reconstituted,89.2,1,1,1(2a,182183+4028,182183+4028,10,103(27,103(27,15,15327,10.410.2Z.328,10.410.2Z.328,10.410.2Z.328
33,"Grapefruit,raw",89.9,1,1,1(28,1351312328,1351312328,26,25727,25727,16,163(27,9.5,9.31.728,9.31.728
34,"frozen,",,,,,,,,,,,,,,
35,reconstituted,91.5,1,1,1(26,1471453428,1471453428,10,10227,10227,14,14327,9.5,9.72.428,9.72.428
36,Pineapple in,85.5,1,1,1(28,,1131131828,10,,3(27,,14327,13.8,9.72.428,9.72.428
37,"juice,canned",85.5,1,1,1(28,1131131828,1131131828,12,13,3(27,5,527,13.8,14.12.428,14.12.428
38,canned/bottled,86.5,1,2,2(28,12012017(28,12012017(28,11,11327,11327,6,6127,11.7,11.51.828,11.51.828
39,"groon,ra",83.1,1,2,228,199,19836(28,11,11,2(27,19,3(27,7.3,7.11.428,7.11.428
40,conned/bottied,85.8,3,3,1(28,97,932628,11,11227,11227,11,2(27,9.5,9.32.228,9.32.228
41,,89.4,,,1(28,1951894226,1951894226,6,6,127,20,20327,9.0,9.11.128,9.11.128
42,"syrup,caed",84.6,7,7,128,102,101828,,4,1(27,10,102(27,5.0,5.0+0.428,5.0+0.428
43,raw,88.7,D,,0(28,154,159+2928,6,6,1(27),16,16327,"7,4",7.41.026,7.41.026
44,raw,91.5,1,1,1(28),161,1573428,18,19,3(27,27,26527,13.2,13.02.328,13.02.328
45,"Sweet cherries,",,,1,1(28),,1573428,,19,3(27,,24327,13.4,13.02.328,13.02.328
46,raw,80.8,0,,(28,234,2204028,15,17,4(27,24,24327,13.4,13.32.328,13.32.328
47,"Watermeton, raw",91.4,17,18,9(28,309342162(28,309342162(28,13,13,3(27,17,16427,12.912.62.128,12.912.62.128,12.912.62.128
48,"Watermeton, raw",93.2,1,,1(25,10510921(28,10510921(28,7,72(27),72(27),9,9227,9.1,9.51.828,9.51.828
49,"Raisins,drid",,,,5(28),,7337028,,,72(27),,,9.1,,
50,,8.3,9,,5(28),730,7337028,57,56,6(27),106,104+827,34.0,34.12.128,34.12.128
51,,23.4,1,1,1(28,7267167328,7267167328,45,46,5(27,73,716(27,42.0,41.4.228,41.4.228
52,bottled,88.2,5,,228,219 2064928),219 2064928),13,14227,14227,20,20227,13.313.42.528,13.313.42.528,13.313.42.528
53,"White rice,",Grain products cocked grains,,,,,,,,,,,,,
54,"enriched,",77.2,,,,,309(28,,,,,,,,
55,"Oatmeol,cooked",77.2,,9613128,9613128,30,309(28,6,7327,7327,,4027,10.611.2.928,10.611.2.928,10.611.2.928
56,,87.3,,729228,729228,67,701928,10,102(27,102(27,78,811927,26.5,27.04.328,27.04.328
57,"enriched,",,,,,,701928,,,,,,,27.04.328,27.04.328
58,cooked,88.4,,31677828,31677828,18,19728,24,2210(27,2210(27,30,301027,4.3,4.41.528,4.41.528
59,"(hominy grits,",,,,,,,,,,,,,,
60,"enriched,",84.9,,,,,,,,,,,,,
61,Popcornpopped,84.9,12,7410228,7410228,21,22628,1,1227,1227,14,15527,4.4,4.61.928,4.61.928
62,in oil,2.4,0,,127,226,2354128,5,51(27,51(27,23524551(27},23524551(27},104.0109.22.728,104.0109.22.728,104.0109.22.728
