,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
24,eA13,0.08,0.80,0.18,0.03,0.01,11.24 0.07,11.24 0.07,2.50  0.49,2.50  0.49,3.60,23.92,0.29,8.89  1.00,8.89  1.00,760.2,112.6
25,eB14,0.44  0.10,0.68,0.09,0.14,0.03,10.59,0.40,3.42,0.52,1.20,27.25, 1.37,12.130.37,12.130.37,717.2,26.1
26,tG,0.13,0.62,0.14,0.11,0.02,12.74  0.37,12.74  0.37,1.90,0.38,0.64,25.43,0.76,10.94  1.24,10.94  1.24,1107.3  91.0,1107.3  91.0
27,pG,0.06,0.80,0.18,0.15,0.03,16.23  3.63,16.23  3.63,1.65,0.26,1.93,18.88,2.19,5.970.26,5.970.26,931.8151.1,931.8151.1
28,dG1,0.45  0.09,0.95  0.20,0.95  0.20,0.16,0.03,11.180.18,11.180.18,4.04,0.80,53.300.51,20.68,0.33,9.25  1.11,9.25  1.11,910.5  90.9,910.5  90.9
29,dG2,0.73  0.13,0.64,0.14,0.27,0.04,9.600.40,9.600.40,3.88,0.75,3.25,22.30, 0.37,6.01,1.22,725.5  96.6,725.5  96.6
30,dC4,0.40  0.03,2.29,0.40,0.29,0.06,10.280.55,10.280.55,5.02,0.17,0.67,22.61, 0.42,6.60,0.10,885.5, 52.6
31,dC5,0.27  0.05,0.63  0.14,0.63  0.14,0.19,0.04,8.12  0.10,8.12  0.10,4.63 ,0.90,1.09,24.60, 0.51,10.321.98,10.321.98,788.8  39.6,788.8  39.6
32,hG,2.86  0.28,1.13  0.22,1.13  0.22,0.360.07,0.360.07,25.62  0.76,25.62  0.76,1.46,0.17,0.76,14.01, 0.77,6.58  1.03,6.58  1.03,968.7  69.8,968.7  69.8
33,aC1,3.38  0.11,1.11, 0.20,0.70,0.11,27.73 1.02,27.73 1.02,1.86,0.10,46.29  1.68,14.67,2.84,4.250.16,4.250.16,1153.9  12.2,1153.9  12.2
34,aC2,3.76  0.07,1.98  0.32,1.98  0.32,0.570.06,0.570.06,27.50  0.65,27.50  0.65,1.40  0.19,1.40  0.19,44.60  1.33,14.34  1.61,14.34  1.61,5.84  0.32,5.84  0.32,928.7  119.6,928.7  119.6
35,spring sowing,,,,,,,,,,,,,,,,
36,mG1,0.50 0.02,1.12,0.17,0.510.10,0.510.10,14.82  1.82,14.82  1.82,2.28  0.40,2.28  0.40,37.341.13,30.070.77,30.070.77,13.361.10,13.361.10,567.130.6,567.130.6
37,mT2,0.03,0.82,0.05,0.14,0.03,14.80,0.39,4.53,0.89,38.05 0.40,25.78,1.17,15.171.60,15.171.60,938.8,173.7
38,mT3,0.02,0.96,0.20,0.25,0.05,15.43,0.64,3.40,0.69,39.68  0.91,26.42 0.48,26.42 0.48,13.120.64,13.120.64,822.4  60.6,822.4  60.6
39,mI4,0.04,0.78,0.10,0.12,0.03,14.26,0.68,4.46  0.27,4.46  0.27,2.18,28.08,0.80,14.502.12,14.502.12,855.6  71.7,855.6  71.7
40,eG1,0.05,0.91,0.13,0.12,0.03,11.40,0.34,1.46  0.29,1.46  0.29,0.52,24.59,0.41,7.61,0.45,953.6,52.1
41,eT2,0.48  0.09,1.01,0.20,0.18,0.04,10.59  1.19,10.59  1.19,3.78  0.72,3.78  0.72,3.47,24.26,1.52,11.031.68,11.031.68,660.4  195.5,660.4  195.5
42,eT3,0.04,0.89,0.11,0.21,0.04,10.170.78,10.170.78,4.52  0.47,4.52  0.47,0.37,24.88,2.43,11.25,2.01,690.0,40.6
43,eI5,0.330.07,0.77,0.14,0.180.04,0.180.04,9.321.15,9.321.15,3.11,0.62,1.06,28.04,0.83,10.941.04,10.941.04,628.9  79.3,628.9  79.3
44,eI6,0.30  0.04,0.890.05,0.890.05,0.190.02,0.190.02,10.070.01,10.070.01,2.20,0.43,1.78,27.76  1.30,27.76  1.30,12.081.06,12.081.06,709.117.1,709.117.1
45,eI8,0.290.01,0.89  0.03,0.89  0.03,0.150.03,0.150.03,10.04  0.01,10.04  0.01,2.85,0.52,48.86  0.71,25.47,0.17,11.46  0.38,11.46  0.38,780.7  17.9,780.7  17.9
46,eA10,0.29  0.03,0.98,0.20,0.12,0.01,9.96,1.02,2.54,0.52,2.11,24.31,1.35,10.66,2.15,861.5  136.4,861.5  136.4
47,eA11,0.26  0.04,1.19=,0.21,0.27,0.06,9.940.54,9.940.54,4.67,0.28,2.42,26.18,1.49,8.79  1.67,8.79  1.67,496.9  35.2,496.9  35.2
48,eA12,0.42  0.04,1.23  0.01,1.23  0.01,0.470.05,0.470.05,9.75  0.56,9.75  0.56,5.00  0.69,5.00  0.69,46.540.43,26.70  0.76,26.70  0.76,9.89  0.56,9.89  0.56,602.3  41.5,602.3  41.5
49,eA13,0.31  0.06,1.24  0.17,1.24  0.17,0.14 0.03,0.14 0.03,10.201.49,10.201.49,2.21,0.41,51.34  0.22,25.170.90,25.170.90,9.39  0.10,9.39  0.10,704.6  142.0,704.6  142.0
50,eB14,0.44  0.07,0.68  0.12,0.68  0.12,0.140.03,0.140.03,10.59  0.31,10.59  0.31,3.42 0.32,3.42 0.32,45.350.91,27.251.43,27.251.43,12.13  1.00,12.13  1.00,717.2  26.1,717.2  26.1
51,tG,0.41  0.07,0.94  0.05,0.94  0.05,0.25,0.05,13.52 0.54,13.52 0.54,2.45,0.25,46.33  1.69,24.70  1.22,24.70  1.22,11.40  0.42,11.40  0.42,559.7  24.8,559.7  24.8
52,dC4,0.38  0.04,0.82,0.11,0.23  0.05,0.23  0.05,10.84  0.41,10.84  0.41,4.51  0.91,4.51  0.91,54.06  1.44,22.97  1.12,22.97  1.12,6.19  1.21,6.19  1.21,852.5  76.9,852.5  76.9
53,dC5,0.470.08,0.700.13,0.700.13,0.160.03,0.160.03,8.070.65,8.070.65,5.121.01,5.121.01,47.351.12,28.14  1.12,28.14  1.12,9.991.12,9.991.12,826.6  117.6,826.6  117.6
54,hG,2.40  0.09,1.87 0.15,1.87 0.15,0.550.01,0.550.01,23.330.03,23.330.03,1.850.22,1.850.22,46.050.23,15.85  0.99,15.85  0.99,8.09  0.32,8.09  0.32,913.4  161.3,913.4  161.3
55,Significance (LSD),*0.37,**(0.53,**(0.53,**0.25,**0.25,**(2.06,**(2.06,**1.66,**1.66,** (2.81),**(2.21),**(2.21),**(2.10,**(2.10,** (168.66),** (168.66)
56,Accessions x sowing,NS-,*(0.55,*(0.55,NS =,,NS =,,NS-,,**(2.68),NS ,,NS -,,**172.3,**172.3
57,(spring types),,,,,,,,,,,,,,,,
