,0,1
19,http://dx.doi.org/10.1152/ajpcell.00474.2004.,dietary supplementation with rosemary diterpenes(carnosic acid and carnoso
20,"akobsen,M., Bertelsen,G., 2002.The use of CO in packaging of fresh red meats and",vs vitamin E on lamb meat packed under protective atmosphere. Meat Sci. 11
21,"its effect on chemical quality changes in the meat: a review.J.Muscle Foods 13,",62-69.doi:http://dx.doi.org/10.1016/j.meatsci.2015.07.011.
22,143-168.,"Pogge,D.J.,Lonergan,S.M.,Hansen,S.L.,2014.Influence of supplementing vitamin"
23,"i, L.L., 2007. Antioxidant signaling in skeletal muscle:a brief review. Exp.Gerontol.",to yearling steers fed a high sulfur diet during the finishing period on meat colc
24,"42,582-593.","tenderness and protein degradation, and fatty acid profile of the longissimu"
25,"ia,N., Kong,B., Liu,Q.,Diao,X.,Xia,X.,2012.Antioxidant activity of black currant","muscle.Meat Sci.97,419-427.doi:http//dx.doi.org/10.1016/j."
26,(Ribes nigrum L.extract and its inhibitory effect on lipid and protein oxidation,meatsci.2014.02.016.
27,"of pork patties during chilled storage.Meat Sci.91,533-539.doi:http://dx.doi","Rey, A.I., Kerry, J.P., Lynch, P.B., Lopez-Bote, C.J., Buckley, D.J., Morrissey, P.A., 200"
28,org/10.1016/j.meatsci.2012.03.010.,Effect of dietary oils and alpha-tocopheryl acetate supplementation on lipid
29,"iang,W.,NieS.,Qu,Z., Bi,C.,Shan,A.,2014.The effects of conjugated linoleic acid",(TBARS)and cholesterol oxidation in cooked pork.J.Anim.Sci.79 doi:http//d
30,"on growth performance, carcass traits, meat quality, antioxidant capacity, and",doi.org/10.2527/2001.7951201x.
31,fatty acid composition of broilers fed corn dried distillers grains with solubles.,"Richards, R.P., Baker, D.B., Eckert, D.J., 2002. Trends in agriculture in the LEASEQ"
32,"Poult.Sci.93,1202-1210.doi:http//dx.doi.org/10.3382/ps.2013-03683.","watersheds,1975-1995.J.Environ.Qual.31 doi:http//dx.doi.org/10.2134/"
33,"ang,S.M.,Kang,G.,Seong,P.,Park,B.,Cho,S.,2014a.Effect of packaging method on",jeq2002.1700.
34,"the lipid oxidation, protein oxidation, and color in aged top round from Hanwoo","Rietjens, I.M., Boersma, M.G., de Haan, L., Spenkelink, B., Awad, H.M., Cnubben, N.H"
35,(korean native cattle during refrigerated storage. Korean J. Food Sci. Anim,"Van Zanden,J.J.,van der Woude,H.,Alink,G.M.,Koeman,J.H.,2002.The prc"
36,"Resour. 34, 273279. doi:http://dx.doi.org/10.5851/kosfa.2014.34.3.273.","oxidant chemistry of the natural antioxidants vitamin C,vitamin E,carotenoic"
37,"ang.S.M.,Kang,G.,Seong,P.-N.,Park,B.,Cho,S.,2014b.Evaluation of various","and flavonoids.Environ.Toxicol.Pharmacol.11,321-333."
38,"packaging systems on the activity of antioxidant enzyme, and oxidation and","Sakowska, A., Guzek, D., Gtabska, D., Wierzbicka, A., 2016. Carbon monoxide"
39,color stabilities in sliced Hanwoo(korean cattle beef loin during chill storage,concentration and exposure time effects on the depth of co penetration an
40,"Asian-Australas. J.Anim.Sci.27,1336-1344.doi:http://dx.doi.org/10.5713/",surface color of raw and cooked beef longissimus lumborum steaks.Meat Sci.12
41,ajas.2014.14136.,182-188.doi:http//dx.doi.org/10.1016/j.meatsci.2016.06.013.
42,"Kris-Etherton,P.M.,2003.Omega-3 fatty acids and cardiovascular disease: new","Sander,E.H.,Soo,H.-M.,1978.Increasing shelf life by carbon dioxide treatment ar"
43,recommendations from the american heart association. Arterioscler. Thromb.,low temperature storage of bulk pack fresh chickens packaged in nylon/surly
44,"Vasc.Biol.23,151-152.doi:http//dx.doi.org/10.1161/01","film. J. Food Sci.43, 1519-1523."
45,ATV.0000057393.97337. AE.,"Schaefer, D., Liu, Q., Faustman, C., Yin, M., 1995. Supranutritional administration"
46,"i,Y.,Schellhorn,H.E.,2007.New developments and novel therapeutic perspectives","vitamins E and C improves oxidative stability of beef.J.Nutr.125,1792S-1798"
47,"for vitamin C.J.Nutr.137,2171-2184","Sharma,M.K., Buettner,G.R., 1993. Interaction of vitamin C and vitamin E during fre"
48,"orenzo, J.M., Gomez, M., 2012. Shelf life of fresh foal meat under MAP, overwrap","radical stress in plasma: an ESR study.Free Radic.Biol. Med.14,649-653."
49,"and vacuum packaging conditions. Meat Sci. 92, 610618. doi:http://dx.doi.org/","Smiddy,M.,Papkovskaia,N.,Papkovsky,D.B.,Kerry,J.P.,2002.Use of oxygen senso"
50,10.1016/j.meatsci.2012.06.008.,for the non-destructive measurement of the oxygen content in modified
51,"und, M.N., Hviid, M.S., Claudi-Magnussen, C., Skibsted, L.H., 2008. Effects of dietary",atmosphere and vacuum packs of cooked chicken patties; impact of oxygen
52,soybean oil on lipid and protein oxidation in pork patties during chill storage.,"content on lipid oxidation. Food Res. Int. 35, 577-584."
53,"Meat Sci.79,727-733.doi:http//dx.doi.org/10.1016/j.meatsci.2007.11.008.","Stubbs, R.L., Morgan, J.B., Ray,F.K., Dolezal, H.G.,2002. Effect of supplemental"
54,"und,M.N.,Heinonen,M.,Baron,C.P.,Estevez,M.,2011.Protein oxidation in muscle",vitamin E on the color and case-life of top loin steaks and ground chuck pattie
55,"foods: a review.Mol. Nutr. Food Res.55,83-95.doi:http://dx.doi.org/10.1002/","in modified atmosphere case-ready retail packaging systems. Meat Sci. 61, 1-"
56,mnfr.201000453.,"Ventanas,S., Estevez,M.,Tejeda,J.F., Ruiz,J.,2006.Protein and lipid oxidation i"
57,"yberg,A.M.,Fasoli,E.,Adlercreutz,P.2005.Monitoring the oxidation of",longissimus dorsi and dry cured loin from Iberian pigs as affected by
58,"docosahexaenoic acid in lipids. Lipids 40,969-979.","crossbreeding and diet. Meat Sci.72,647-655. doi:http://dx.doi.org/10.1016"
59,"McMillin, K.W., 2008.Where is MAP Going? A review and future potential of",meatsci.2005.09.011
60,"modified atmosphere packaging for meat.Meat Sci.80,43-65.doi:http://dx.","Winterbourn,C.C., Metodiewa,D.,1999.Reactivity of biologically important thi"
61,doi.org/10.1016/j.meatsci.2008.05.028.,compounds with superoxide and hydrogen peroxide. Free Radic. Biol. Med. 2
62,"Mercier, Y., Gatellier, P., Viau, M., Remignon, H., Renerre, M., 1998. Effect of dietary",322-328.
63,fat and vitamin E on colour stability and on lipid and protein oxidation in turkey,"Wojtasik-Kalinowska, I.,Guzek,D., Gorska-Horczyczak,E.,Gtabska,D.,Brodowsk"
64,"meat during storage. Meat Sci. 48, 301-318. doi:http://dx.doi.org/10.1016/","M.,Sun,D.-W.,Wierzbicka,A.,2016.Volatile compounds and fatty acids profi"
65,S0309-1740(9700113-7,in longissimus dorsi muscle from pigs fed with feed containing bioactive
66,"Vercier, Y., Gatellier, P., Renerre, M., 2004. Lipid and protein oxidation in vitro, and","components. LWT -Food Sci.Technol.67, 112-117.doi:http://dx.doi.org/"
67,antioxidant potential in meat from charolais cows finished on pasture or mixed,10.1016/j.lwt.2015.11.023.
68,"diet.Meat Sci.66,467-473.doihttp//dx.doi.org/10.1016/S0309-174003)","Zanardi,E.,Dorigoni,V.,Badiani,A.,Chizzolini,R.2002. Lipid and colour stability"
69,00135-9.,"Milano-type sausages: effect of packing conditions. Meat Sci. 61, 7-14."
