file,col,row,URI
KNSR2532_4,0,28,http://www.wikidata.org/entity/Q758
KNSR2532_4,0,29,http://www.wikidata.org/entity/Q731
KNSR2532_4,0,30,http://www.wikidata.org/entity/Q876
KNSR2532_4,1,0,http://www.wikidata.org/entity/Q787401
KNSR2532_4,2,0,http://www.wikidata.org/entity/Q877536
KNSR2532_4,3,0,http://www.wikidata.org/entity/Q49984
KNSR2532_5,0,0,http://www.wikidata.org/entity/Q209685
KNSR2532_5,0,1,NIL
KNSR2532_5,0,2,http://www.wikidata.org/entity/Q422627
KNSR2532_5,0,3,NIL
KNSR2532_5,0,4,http://www.wikidata.org/entity/Q419857
KNSR2532_5,0,5,NIL
KNSR2532_5,0,6,http://www.wikidata.org/entity/Q422658
KNSR2532_5,0,7,http://www.wikidata.org/entity/Q418951
KNSR2532_5,0,8,NIL
KNSR2532_5,0,9,http://www.wikidata.org/entity/Q420577
KNSR2532_5,0,10,http://www.wikidata.org/entity/Q902204
KNSR2532_5,0,11,http://www.wikidata.org/entity/Q209685
KNSR2532_5,0,12,http://www.wikidata.org/entity/Q412597
KNSR2532_5,0,13,NIL
KNSR2532_5,0,14,http://www.wikidata.org/entity/Q409608
KNSR2532_5,0,15,NIL
KNSR2532_5,0,16,http://www.wikidata.org/entity/Q422590
KNSR2532_5,0,17,NIL
KNSR2532_5,0,18,NIL
KNSR2532_5,0,19,NIL
KNSR2532_5,0,20,http://www.wikidata.org/entity/Q422634
KNSR2532_5,0,21,NIL
KNSR2532_5,0,22,http://www.wikidata.org/entity/Q410911
KNSR2532_5,0,23,NIL
KNSR2532_5,0,24,NIL
KNSR2532_5,0,25,NIL
KNSR2532_5,0,26,NIL
KNSR2532_5,0,27,NIL
KNSR2532_5,0,28,NIL
KNSR2532_5,0,29,NIL
KNSR2532_5,0,30,NIL
KNSR2532_5,0,31,NIL
KNSR2532_5,0,32,NIL
KNSR2532_5,0,33,NIL
KNSR2532_5,0,34,NIL
KNSR2532_5,0,35,NIL
KNSR2532_5,0,36,http://www.wikidata.org/entity/Q27158455
KNSR2532_5,0,37,NIL
KNSR2532_5,0,38,NIL
KNSR2532_5,0,39,NIL
KNSR2532_5,0,40,NIL
KNSR2532_5,0,41,http://www.wikidata.org/entity/Q27145829
KNSR2532_5,0,42,NIL
KNSR2532_5,0,43,http://www.wikidata.org/entity/Q27158927
KNSR2532_5,0,44,NIL
KNSR2532_5,0,45,NIL
KNSR2532_5,0,46,NIL
KNSR2532_5,0,47,NIL
KNSR2532_5,0,48,NIL
KNSR2532_5,0,49,http://www.wikidata.org/entity/Q27147924
KNSR2532_5,0,50,NIL
KNSR2532_5,0,51,http://www.wikidata.org/entity/Q27156395
KNSR2532_5,0,52,http://www.wikidata.org/entity/Q27156397
KNSR2532_5,0,53,NIL
KNSR2532_5,0,54,NIL
KNSR2532_5,0,55,NIL
KNSR2532_5,0,56,NIL
KNSR2532_5,0,57,NIL
KNSR2532_5,0,58,NIL
KNSR2532_5,0,59,NIL
KNSR2532_5,0,60,NIL
KNSR2532_5,0,61,NIL
KNSR2532_5,0,62,NIL
KNSR2532_5,0,63,NIL
KNSR2532_5,0,64,NIL
KNSR2532_5,0,65,http://www.wikidata.org/entity/Q2823253
KNSR2532_5,0,66,NIL
KNSR2532_5,0,67,NIL
KNSR2532_5,0,68,NIL
KNSR2532_5,0,69,NIL
KNSR2532_5,0,70,NIL
KNSR2532_5,0,71,NIL
KNSR2532_5,1,0,NIL
KNSR2532_5,2,0,NIL
KNSR2532_5,3,0,NIL
KNSR2532_5,4,0,NIL
KNSR2532_5,5,0,NIL
KNSR2532_5,6,0,NIL
KNSR2532_5,7,0,NIL
KNSR2532_5,8,0,NIL
KNSR2532_5,9,0,NIL
KNSR2532_5,10,0,http://www.wikidata.org/entity/Q49984
KNSR2533_1,0,0,NIL
KNSR2533_1,0,1,NIL
KNSR2533_1,0,2,NIL
KNSR2533_1,0,3,http://www.wikidata.org/entity/Q970
KNSR2533_1,0,4,NIL
KNSR2533_1,0,5,http://www.wikidata.org/entity/Q20
KNSR2533_1,0,6,NIL
KNSR2533_1,0,7,NIL
KNSR2533_1,0,8,http://www.wikidata.org/entity/Q970
KNSR2533_1,0,9,NIL
KNSR2533_1,0,10,http://www.wikidata.org/entity/Q20
KNSR2533_1,0,11,NIL
KNSR2533_1,0,12,NIL
KNSR2533_1,0,13,http://www.wikidata.org/entity/Q970
KNSR2533_1,0,14,NIL
KNSR2533_1,0,15,http://www.wikidata.org/entity/Q20
KNSR2533_1,0,16,NIL
KNSR2533_1,0,17,NIL
KNSR2533_1,0,18,http://www.wikidata.org/entity/Q970
KNSR2533_1,0,19,NIL
KNSR2533_1,0,20,http://www.wikidata.org/entity/Q20
KNSR2533_1,1,0,http://www.wikidata.org/entity/Q77753356
KNSR2533_1,2,0,http://www.wikidata.org/entity/Q42961238
KNSR2533_1,3,0,NIL
KNSR2533_1,4,0,http://www.wikidata.org/entity/Q62289784
KNSR2533_1,5,0,http://www.wikidata.org/entity/Q77753356
KNSR2533_1,6,0,http://www.wikidata.org/entity/Q42961238
KNSR2533_1,7,0,NIL
KNSR2533_1,8,0,http://www.wikidata.org/entity/Q62289784
KNSR2533_2,0,0,NIL
KNSR2533_2,0,1,http://www.wikidata.org/entity/Q422658
KNSR2533_2,0,2,http://www.wikidata.org/entity/Q420577
KNSR2533_2,0,3,http://www.wikidata.org/entity/Q2823304
KNSR2533_2,0,4,http://www.wikidata.org/entity/Q209685
KNSR2533_2,0,5,NIL
KNSR2533_2,0,6,NIL
KNSR2533_2,0,7,NIL
KNSR2533_2,1,0,NIL
KNSR2533_2,2,0,NIL
KNSR2533_2,3,0,NIL
KNSR2534_1,0,0,NIL
KNSR2534_1,0,1,NIL
KNSR2534_1,0,2,NIL
KNSR2534_1,0,3,http://www.wikidata.org/entity/Q191019
KNSR2534_1,0,4,http://www.wikidata.org/entity/Q166843
KNSR2534_1,0,5,http://www.wikidata.org/entity/Q500
KNSR2534_1,0,6,http://www.wikidata.org/entity/Q17406004
KNSR2534_1,0,7,http://www.wikidata.org/entity/Q1493
KNSR2534_1,0,8,http://www.wikidata.org/entity/Q159447
KNSR2534_1,0,9,NIL
KNSR2534_1,0,10,http://www.wikidata.org/entity/Q17507129
KNSR2534_1,0,11,NIL
KNSR2534_1,0,12,NIL
KNSR2534_1,0,13,http://www.wikidata.org/entity/Q1421117
KNSR2534_1,0,14,NIL
KNSR2534_1,0,15,http://www.wikidata.org/entity/Q23501
KNSR2534_1,1,0,NIL
KNSR2534_1,2,0,NIL
KNSR2534_1,3,0,NIL
KNSR2534_1,4,0,http://www.wikidata.org/entity/Q928
KNSR2534_1,5,0,NIL
KNSR2534_1,6,0,NIL
KNSR2534_1,7,0,NIL
KNSR2534_1,8,0,NIL
KNSR2534_1,9,0,NIL
KNSR2534_2,0,0,NIL
KNSR2534_2,0,1,NIL
KNSR2534_2,0,2,NIL
KNSR2534_2,0,3,http://www.wikidata.org/entity/Q191019
KNSR2534_2,0,4,http://www.wikidata.org/entity/Q166843
KNSR2534_2,0,5,http://www.wikidata.org/entity/Q500
KNSR2534_2,0,6,http://www.wikidata.org/entity/Q17406004
KNSR2534_2,0,7,http://www.wikidata.org/entity/Q1493
KNSR2534_2,0,8,http://www.wikidata.org/entity/Q159447
KNSR2534_2,0,9,NIL
KNSR2534_2,0,10,http://www.wikidata.org/entity/Q17507129
KNSR2534_2,0,11,NIL
KNSR2534_2,0,12,NIL
KNSR2534_2,0,13,http://www.wikidata.org/entity/Q1421117
KNSR2534_2,0,14,NIL
KNSR2534_2,0,15,http://www.wikidata.org/entity/Q23501
KNSR2534_2,1,0,http://www.wikidata.org/entity/Q3352038
KNSR2534_2,2,0,http://www.wikidata.org/entity/Q2061135
KNSR2534_2,3,0,http://www.wikidata.org/entity/Q25235
KNSR2534_2,4,0,http://www.wikidata.org/entity/Q4548110
KNSR2534_2,5,0,NIL
KNSR2534_2,6,0,http://www.wikidata.org/entity/Q3352038
KNSR2534_2,7,0,http://www.wikidata.org/entity/Q2061135
KNSR2534_2,8,0,http://www.wikidata.org/entity/Q25235
KNSR2534_2,9,0,NIL
KNSR2534_2,10,0,NIL
KNSR2534_3,0,0,NIL
KNSR2534_3,0,1,NIL
KNSR2534_3,0,2,NIL
KNSR2534_3,0,3,http://www.wikidata.org/entity/Q191019
KNSR2534_3,0,4,http://www.wikidata.org/entity/Q166843
KNSR2534_3,0,5,http://www.wikidata.org/entity/Q500
KNSR2534_3,0,6,http://www.wikidata.org/entity/Q17406004
KNSR2534_3,0,7,http://www.wikidata.org/entity/Q1493
KNSR2534_3,0,8,http://www.wikidata.org/entity/Q159447
KNSR2534_3,0,9,NIL
KNSR2534_3,0,10,http://www.wikidata.org/entity/Q17507129
KNSR2534_3,0,11,NIL
KNSR2534_3,0,12,NIL
KNSR2534_3,0,13,http://www.wikidata.org/entity/Q1421117
KNSR2534_3,0,14,NIL
KNSR2534_3,0,15,http://www.wikidata.org/entity/Q23501
KNSR2534_3,1,0,NIL
KNSR2534_3,2,0,NIL
KNSR2534_3,3,0,NIL
KNSR2534_3,4,0,http://www.wikidata.org/entity/Q928
KNSR2534_3,5,0,NIL
KNSR2534_3,6,0,NIL
KNSR2534_3,7,0,NIL
KNSR2534_3,8,0,NIL
KNSR2534_3,9,0,NIL
KNSR2534_4,0,0,http://www.wikidata.org/entity/Q4610556
KNSR2534_4,0,1,NIL
KNSR2534_4,0,2,NIL
KNSR2534_4,0,3,NIL
KNSR2534_4,1,0,NIL
KNSR2534_4,1,1,http://www.wikidata.org/entity/Q70057168
KNSR2534_4,1,2,http://www.wikidata.org/entity/Q31156005
KNSR2534_4,1,3,NIL
KNSR2534_4,2,0,NIL
KNSR2534_4,2,1,http://www.wikidata.org/entity/Q3604131
KNSR2534_4,2,2,NIL
KNSR2534_4,2,3,NIL
KNSR2534_4,3,0,NIL
KNSR2534_4,3,1,http://www.wikidata.org/entity/Q68803982
KNSR2534_4,3,2,NIL
KNSR2534_4,3,3,NIL
KNSR2534_4,4,0,NIL
KNSR2534_4,4,1,http://www.wikidata.org/entity/Q39617257
KNSR2534_4,4,2,NIL
KNSR2534_4,4,3,NIL
KNSR2534_4,5,0,NIL
KNSR2534_4,5,1,NIL
KNSR2534_4,5,2,http://www.wikidata.org/entity/Q11184979
KNSR2534_4,5,3,NIL
KNSR2534_4,6,0,NIL
KNSR2534_4,6,1,http://www.wikidata.org/entity/Q51603127
KNSR2534_4,6,2,http://www.wikidata.org/entity/Q46052053
KNSR2534_4,6,3,NIL
KNSR2534_4,7,0,NIL
KNSR2534_4,7,1,http://www.wikidata.org/entity/Q99928478
KNSR2534_4,7,2,NIL
KNSR2534_4,7,3,NIL
KNSR2534_4,8,0,http://www.wikidata.org/entity/Q40936
KNSR2534_4,8,1,NIL
KNSR2534_4,8,2,NIL
KNSR2534_4,8,3,NIL
KNSR2534_4,9,0,NIL
KNSR2534_4,9,1,NIL
KNSR2534_4,9,2,NIL
KNSR2534_4,9,3,NIL
KNSR2534_4,10,0,NIL
KNSR2534_4,10,1,NIL
KNSR2534_4,10,2,NIL
KNSR2534_4,10,3,NIL
KNSR2534_4,11,0,http://www.wikidata.org/entity/Q188
KNSR2534_4,11,1,NIL
KNSR2534_4,11,2,NIL
KNSR2534_4,11,3,NIL
KNSR2535_1,0,0,NIL
KNSR2535_1,0,1,NIL
KNSR2535_1,0,2,NIL
KNSR2535_1,0,3,http://www.wikidata.org/entity/Q15410177
KNSR2535_1,0,4,NIL
KNSR2535_1,0,5,NIL
KNSR2535_1,0,6,NIL
KNSR2535_1,0,7,NIL
KNSR2535_1,0,8,NIL
KNSR2535_1,0,9,NIL
KNSR2535_1,0,10,NIL
KNSR2535_1,0,11,NIL
KNSR2535_1,0,12,NIL
KNSR2535_1,0,13,http://www.wikidata.org/entity/Q908879
KNSR2535_1,0,14,NIL
KNSR2535_1,0,15,NIL
KNSR2535_1,0,16,NIL
KNSR2535_1,0,17,NIL
KNSR2535_1,0,18,NIL
KNSR2535_1,0,19,NIL
KNSR2535_1,0,20,NIL
KNSR2535_1,0,21,NIL
KNSR2535_1,0,22,NIL
KNSR2535_1,0,23,http://www.wikidata.org/entity/Q15410177
KNSR2535_1,0,24,NIL
KNSR2535_1,0,25,NIL
KNSR2535_1,0,26,NIL
KNSR2535_1,0,27,NIL
KNSR2535_1,0,28,NIL
KNSR2535_1,0,29,NIL
KNSR2535_1,0,30,NIL
KNSR2535_1,0,31,NIL
KNSR2535_1,0,32,NIL
KNSR2535_1,0,33,http://www.wikidata.org/entity/Q908879
KNSR2535_1,0,34,NIL
KNSR2535_1,0,35,NIL
KNSR2535_1,0,36,NIL
KNSR2535_1,0,37,NIL
KNSR2535_1,0,38,NIL
KNSR2535_1,0,39,NIL
KNSR2535_1,1,0,NIL
KNSR2535_1,2,0,http://www.wikidata.org/entity/Q2724976
KNSR2535_1,3,0,http://www.wikidata.org/entity/Q209727
KNSR2535_1,4,0,http://www.wikidata.org/entity/Q412366
KNSR2535_1,5,0,http://www.wikidata.org/entity/Q82224737
KNSR2535_1,6,0,http://www.wikidata.org/entity/Q27145121
KNSR2535_1,7,0,http://www.wikidata.org/entity/Q209685
KNSR2535_1,8,0,http://www.wikidata.org/entity/Q207688
KNSR2535_1,9,0,http://www.wikidata.org/entity/Q407426
KNSR2535_1,10,0,NIL
KNSR2535_2,0,0,NIL
KNSR2535_2,0,1,http://www.wikidata.org/entity/Q15410177
KNSR2535_2,0,2,NIL
KNSR2535_2,0,3,NIL
KNSR2535_2,0,4,NIL
KNSR2535_2,0,5,NIL
KNSR2535_2,0,6,NIL
KNSR2535_2,0,7,NIL
KNSR2535_2,0,8,http://www.wikidata.org/entity/Q908879
KNSR2535_2,0,9,NIL
KNSR2535_2,0,10,NIL
KNSR2535_2,0,11,NIL
KNSR2535_2,0,12,NIL
KNSR2535_2,1,0,http://www.wikidata.org/entity/Q27159255
KNSR2535_2,2,0,http://www.wikidata.org/entity/Q425004
KNSR2535_2,3,0,NIL
KNSR2535_2,4,0,http://www.wikidata.org/entity/Q104253515
KNSR2535_2,5,0,NIL
KNSR2535_2,6,0,NIL
KNSR2535_2,7,0,NIL
KNSR2535_2,8,0,http://www.wikidata.org/entity/Q105161505
KNSR2535_2,9,0,NIL
KNSR2535_3,0,0,NIL
KNSR2535_3,0,1,http://www.wikidata.org/entity/Q15410177
KNSR2535_3,0,2,NIL
KNSR2535_3,0,3,NIL
KNSR2535_3,0,4,NIL
KNSR2535_3,0,5,NIL
KNSR2535_3,0,6,http://www.wikidata.org/entity/Q908879
KNSR2535_3,0,7,NIL
KNSR2535_3,0,8,NIL
KNSR2535_3,0,9,NIL
KNSR2535_3,1,0,NIL
KNSR2535_3,2,0,NIL
KNSR2535_3,3,0,NIL
KNSR2535_3,4,0,NIL
KNSR2535_3,5,0,http://www.wikidata.org/entity/Q1128537
KNSR2535_3,6,0,http://www.wikidata.org/entity/Q202
KNSR2535_3,7,0,http://www.wikidata.org/entity/Q11660
KNSR2535_3,8,0,http://www.wikidata.org/entity/Q716
KNSR2535_4,0,0,NIL
KNSR2535_4,0,1,NIL
KNSR2535_4,0,2,http://www.wikidata.org/entity/Q15410177
KNSR2535_4,0,3,NIL
KNSR2535_4,0,4,NIL
KNSR2535_4,0,5,NIL
KNSR2535_4,0,6,NIL
KNSR2535_4,0,7,NIL
KNSR2535_4,0,8,NIL
KNSR2535_4,0,9,NIL
KNSR2535_4,0,10,NIL
KNSR2535_4,0,11,NIL
KNSR2535_4,0,12,http://www.wikidata.org/entity/Q908879
KNSR2535_4,0,13,NIL
KNSR2535_4,0,14,NIL
KNSR2535_4,0,15,NIL
KNSR2535_4,0,16,NIL
KNSR2535_4,0,17,NIL
KNSR2535_4,0,18,NIL
KNSR2535_4,0,19,NIL
KNSR2535_4,0,20,NIL
KNSR2535_4,0,21,http://www.wikidata.org/entity/Q15410177
KNSR2535_4,0,22,NIL
KNSR2535_4,0,23,NIL
KNSR2535_4,0,24,NIL
KNSR2535_4,0,25,NIL
KNSR2535_4,0,26,NIL
KNSR2535_4,0,27,NIL
KNSR2535_4,0,28,NIL
KNSR2535_4,0,29,NIL
KNSR2535_4,0,30,NIL
KNSR2535_4,0,31,http://www.wikidata.org/entity/Q908879
KNSR2535_4,0,32,NIL
KNSR2535_4,0,33,NIL
KNSR2535_4,0,34,NIL
KNSR2535_4,0,35,NIL
KNSR2535_4,0,36,NIL
KNSR2535_4,0,37,NIL
KNSR2535_4,1,0,NIL
KNSR2535_4,2,0,http://www.wikidata.org/entity/Q186521
KNSR2535_4,3,0,NIL
KNSR2535_4,4,0,http://www.wikidata.org/entity/Q483752
KNSR2535_4,5,0,http://www.wikidata.org/entity/Q180341
KNSR2535_4,6,0,http://www.wikidata.org/entity/Q484940
KNSR2535_4,7,0,http://www.wikidata.org/entity/Q483745
KNSR2535_4,8,0,http://www.wikidata.org/entity/Q170545
KNSR2535_4,9,0,http://www.wikidata.org/entity/Q178430
KNSR2535_4,10,0,http://www.wikidata.org/entity/Q181003
KNSR2535_4,11,0,http://www.wikidata.org/entity/Q485277
KNSR2535_4,12,0,http://www.wikidata.org/entity/Q154037
KNSR2535_5,0,0,NIL
KNSR2535_5,0,1,http://www.wikidata.org/entity/Q15410177
KNSR2535_5,0,2,NIL
KNSR2535_5,0,3,NIL
KNSR2535_5,0,4,NIL
KNSR2535_5,0,5,NIL
KNSR2535_5,0,6,http://www.wikidata.org/entity/Q908879
KNSR2535_5,0,7,NIL
KNSR2535_5,0,8,NIL
KNSR2535_5,0,9,NIL
KNSR2535_5,1,0,http://www.wikidata.org/entity/Q28566968
KNSR2535_5,2,0,http://www.wikidata.org/entity/Q28566968
KNSR2535_5,3,0,NIL
KNSR2535_5,4,0,http://www.wikidata.org/entity/Q28566968
KNSR2535_5,5,0,http://www.wikidata.org/entity/Q96586754
KNSR2535_5,6,0,NIL
KNSR2535_5,7,0,NIL
KNSR2536_1,0,0,NIL
KNSR2536_1,0,1,http://www.wikidata.org/entity/Q706
KNSR2536_1,0,2,http://www.wikidata.org/entity/Q658
KNSR2536_1,0,3,http://www.wikidata.org/entity/Q758
KNSR2536_1,0,4,http://www.wikidata.org/entity/Q753
KNSR2536_1,0,5,http://www.wikidata.org/entity/Q677
KNSR2536_1,1,0,NIL
KNSR2536_1,1,1,http://www.wikidata.org/entity/Q36700923
KNSR2536_1,1,2,http://www.wikidata.org/entity/Q68809706
KNSR2536_1,1,3,http://www.wikidata.org/entity/Q67613366
KNSR2536_1,1,4,http://www.wikidata.org/entity/Q68137189
KNSR2536_1,1,5,NIL
KNSR2536_1,2,0,NIL
KNSR2536_1,2,1,NIL
KNSR2536_1,2,2,NIL
KNSR2536_1,2,3,NIL
KNSR2536_1,2,4,NIL
KNSR2536_1,2,5,NIL
KNSR2536_1,3,0,http://www.wikidata.org/entity/Q51788
KNSR2536_3,0,0,NIL
KNSR2536_3,0,1,http://www.wikidata.org/entity/Q677
KNSR2536_3,0,2,http://www.wikidata.org/entity/Q658
KNSR2536_3,0,3,http://www.wikidata.org/entity/Q706
KNSR2536_3,0,4,http://www.wikidata.org/entity/Q758
KNSR2536_3,0,5,http://www.wikidata.org/entity/Q753
KNSR2536_3,1,0,NIL
KNSR2536_3,2,0,NIL
KNSR2536_3,3,0,NIL
KNSR2536_4,0,0,NIL
KNSR2536_4,0,1,http://www.wikidata.org/entity/Q677
KNSR2536_4,0,2,http://www.wikidata.org/entity/Q658
KNSR2536_4,0,3,http://www.wikidata.org/entity/Q706
KNSR2536_4,0,4,http://www.wikidata.org/entity/Q758
KNSR2536_4,0,5,http://www.wikidata.org/entity/Q753
KNSR2536_4,1,0,http://www.wikidata.org/entity/Q35096513
KNSR2536_4,2,0,http://www.wikidata.org/entity/Q40508581
KNSR2536_4,3,0,http://www.wikidata.org/entity/Q40508581
KNSR2536_4,4,0,NIL
KNSR2536_4,5,0,http://www.wikidata.org/entity/Q35096513
KNSR2536_4,6,0,http://www.wikidata.org/entity/Q35096513
KNSR2536_4,7,0,http://www.wikidata.org/entity/Q40508581
KNSR2536_4,8,0,NIL
KNSR2536_4,9,0,http://www.wikidata.org/entity/Q35096513
KNSR2536_4,10,0,http://www.wikidata.org/entity/Q40508581
KNSR2536_4,11,0,http://www.wikidata.org/entity/Q40508581
KNSR2536_4,12,0,http://www.wikidata.org/entity/Q40508581
KNSR2536_4,13,0,NIL
KNSR2605_12,0,0,NIL
KNSR2605_12,0,1,NIL
KNSR2605_12,0,2,http://www.wikidata.org/entity/Q101487
KNSR2605_12,0,3,NIL
KNSR2605_12,0,4,NIL
KNSR2605_12,0,5,NIL
KNSR2605_12,0,6,NIL
KNSR2605_12,0,7,NIL
KNSR2605_12,0,8,NIL
KNSR2605_12,0,9,NIL
KNSR2605_12,0,10,NIL
KNSR2605_12,0,11,NIL
KNSR2605_12,0,12,NIL
KNSR2605_12,0,13,NIL
KNSR2605_12,0,14,NIL
KNSR2605_12,0,15,NIL
KNSR2605_12,0,16,NIL
KNSR2605_12,0,17,http://www.wikidata.org/entity/Q73594096
KNSR2605_12,0,18,NIL
KNSR2605_12,0,19,NIL
KNSR2605_12,0,20,NIL
KNSR2605_12,0,21,NIL
KNSR2605_12,0,22,NIL
KNSR2605_12,0,23,NIL
KNSR2605_12,0,24,NIL
KNSR2605_12,0,25,NIL
KNSR2605_12,0,26,http://www.wikidata.org/entity/Q407142
KNSR2605_12,0,27,NIL
KNSR2605_12,0,28,NIL
KNSR2605_12,0,29,NIL
KNSR2605_12,0,30,NIL
KNSR2605_12,0,31,NIL
KNSR2605_12,1,0,NIL
KNSR2605_12,1,1,NIL
KNSR2605_12,1,2,NIL
KNSR2605_12,1,3,http://www.wikidata.org/entity/Q418672
KNSR2605_12,1,4,NIL
KNSR2605_12,1,5,http://www.wikidata.org/entity/Q905406
KNSR2605_12,1,6,http://www.wikidata.org/entity/Q3348790
KNSR2605_12,1,7,http://www.wikidata.org/entity/Q5404454
KNSR2605_12,1,8,http://www.wikidata.org/entity/Q27159707
KNSR2605_12,1,9,NIL
KNSR2605_12,1,10,NIL
KNSR2605_12,1,11,NIL
KNSR2605_12,1,12,NIL
KNSR2605_12,1,13,http://www.wikidata.org/entity/Q27159562
KNSR2605_12,1,14,NIL
KNSR2605_12,1,15,NIL
KNSR2605_12,1,16,NIL
KNSR2605_12,1,17,http://www.wikidata.org/entity/Q193213
KNSR2605_12,1,18,http://www.wikidata.org/entity/Q415062
KNSR2605_12,1,19,http://www.wikidata.org/entity/Q415536
KNSR2605_12,1,20,http://www.wikidata.org/entity/Q422597
KNSR2605_12,1,21,http://www.wikidata.org/entity/Q2747851
KNSR2605_12,1,22,http://www.wikidata.org/entity/Q27146923
KNSR2605_12,1,23,NIL
KNSR2605_12,1,24,NIL
KNSR2605_12,1,25,NIL
KNSR2605_12,1,26,NIL
KNSR2605_12,1,27,NIL
KNSR2605_12,1,28,NIL
KNSR2605_12,1,29,NIL
KNSR2605_12,1,30,NIL
KNSR2605_12,1,31,NIL
KNSR2605_12,2,0,NIL
KNSR2605_12,3,0,NIL
KNSR2605_12,4,0,NIL
KNSR2605_12,5,0,NIL
KNSR2605_12,6,0,NIL
KNSR2605_12,7,0,NIL
KNSR2605_12,8,0,NIL
KNSR2605_12,9,0,NIL
KNSR2605_12,10,0,NIL
KNSR2605_2,0,0,NIL
KNSR2605_2,0,1,NIL
KNSR2605_2,0,2,NIL
KNSR2605_2,0,3,NIL
KNSR2605_2,0,4,NIL
KNSR2605_2,0,5,NIL
KNSR2605_2,0,6,NIL
KNSR2605_2,0,7,NIL
KNSR2605_2,0,8,NIL
